Vendor,Product,Product Number,Serial Number,MAC,Software,Release Year?,Location
Moxa Nport Device,NP5150+AF8-1445,,,00:90:e8:1d:d5:f5,,,
Moxa Nport Device,NP5150+AF8-1446,,,00:90:e8:1d:d5:f6,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-713shellshellshellshellshells,,,00:90:e8:1d:d6:bb,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-701shellshellshellshellshells,,,00:90:e8:1d:d6:f8,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-1715shellshellshellshellshell,,,00:90:e8:1d:d7:03,,,
Moxa Nport Device,OnCell+AF8-G3150+AF8-V2+AF8-3131,,,00:90:e8:1d:df:23,,,
Moxa Nport Device,TA 12 Grosspetersdorf,,,00:90:e8:1d:df:82,,,
Moxa Nport Device,Stip01,,,00:90:e8:1d:df:88,,,
Moxa Nport Device,TA 11 Jennersdorf,,,00:90:e8:1d:df:ae,,,
Moxa Nport Device,NP5110+AF8-5934,,,00:90:e8:1d:e6:3c,,,
Moxa Nport Device,MOXA+AC0-SMS,,,00:90:e8:1d:f0:24,,,
Moxa Nport Device,OnCell+AF8-5004+AF8-685,,,00:90:e8:1e:02:9e,,,
Moxa Nport Device,no.03,,,00:90:e8:1e:07:be,,,
Moxa Nport Device,NP5210+AF8-1432,,,00:90:e8:1e:0b:f5,,,
Moxa Nport Device,OLAJEDATA,,,00:90:e8:1e:0c:cf,,,
Moxa Nport Device,NP5210+AF8-1913,,,00:90:e8:1e:0d:d6,,,
Moxa Nport Device,NP5210+AF8-1918,,,00:90:e8:1e:0d:db,,,
Moxa Nport Device,OnCell+AF8-G3111+AF8-5842,,,00:90:e8:1e:1e:7e,,,
Moxa Nport Device,NP6610+AC0-16+AF8-4213,,,00:90:e8:1e:29:fe,,,
Moxa Nport Device,NP5232+AF8-5310,,,00:90:e8:1e:2b:bb,,,
Moxa Nport Device,NP5150+AF8-9628,,,00:90:e8:1e:2f:6e,,,
Moxa Nport Device,NP5150+AF8-9632,,,00:90:e8:1e:2f:72,,,
Moxa Nport Device,NP5130+AF8-1601,,,00:90:e8:1e:36:d1,,,
Moxa Nport Device,NP5130+AF8-1781,,,00:90:e8:1e:37:85,,,
Moxa Nport Device,Pes+AF8-2,,,00:90:e8:1e:60:31,,,
Moxa Nport Device,Conti 295 Base,,,00:90:e8:1e:63:28,,,
Moxa Nport Device,OnCell+AF8-G3110+AF8-V2+AF8-1755,,,00:90:e8:1e:63:52,,,
Moxa Nport Device,OnCell+AF8-G3110+AF8-V2+AF8-1755,,,00:90:e8:1e:63:52,,,
Moxa Nport Device,OnCell+AF8-G3251+AF8-5871,,,00:90:e8:1e:6f:15,,,
Moxa Nport Device,COM12 (Nendaz,,,00:90:e8:1e:6f:2a,,,
Moxa Nport Device,OnCell+AF8-G3211,,,00:90:e8:1e:6f:38,,,
Moxa Nport Device,OnCell+AF8-G3211,,,00:90:e8:1e:6f:4a,,,
Moxa Nport Device,RO+AC0-Constanta2,,,00:90:e8:1e:73:29,,,
Moxa Nport Device,OnCell+AF8-G3150+AF8-V2+AF8-3954,,,00:90:e8:1e:78:76,,,
Moxa Nport Device,OnCell+AF8-G3150+AF8-V2+AF8-3971,,,00:90:e8:1e:78:87,,,
Moxa Nport Device,NP5230+AF8-4244,,,00:90:e8:1e:79:98,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7699,,,00:90:e8:1e:90:b9,,,
Moxa Nport Device,Molod+AF8-98,,,00:90:e8:1e:90:c1,,,
Moxa Nport Device,NE+AC0-4100T+AF8-6308,,,00:90:e8:1e:90:c9,,,
Moxa Nport Device,NE+AC0-4100T+AF8-6311,,,00:90:e8:1e:90:cc,,,
Moxa Nport Device,NE+AC0-4100T+AF8-6324,,,00:90:e8:1e:90:d9,,,
Moxa Nport Device,NE+AC0-4100T+AF8-6325,,,00:90:e8:1e:90:da,,,
Moxa Nport Device,NE+AC0-4100T+AF8-6326,,,00:90:e8:1e:90:db,,,
Moxa Nport Device,NE+AC0-4100T+AF8-6327,,,00:90:e8:1e:90:dc,,,
Moxa Nport Device,NE+AC0-4100T+AF8-6328,,,00:90:e8:1e:90:dd,,,
Moxa Nport Device,NE+AC0-4100T+AF8-6329,,,00:90:e8:1e:90:de,,,
Moxa Nport Device,NE+AC0-4100T+AF8-6331,,,00:90:e8:1e:90:e0,,,
Moxa Nport Device,NE+AC0-4100T+AF8-6378,,,00:90:e8:1e:91:0f,,,
Moxa Nport Device,NE+AC0-4100T+AF8-6400,,,00:90:e8:1e:91:25,,,
Moxa Nport Device,NE+AC0-4100T+AF8-6401,,,00:90:e8:1e:91:26,,,
Moxa Nport Device,NE+AC0-4100T+AF8-6410,,,00:90:e8:1e:91:2f,,,
Moxa Nport Device,NE+AC0-4100T+AF8-6422,,,00:90:e8:1e:91:3b,,,
Moxa Nport Device,NE+AC0-4100T+AF8-6439,,,00:90:e8:1e:91:4c,,,
Moxa Nport Device,NE+AC0-4100T+AF8-6446,,,00:90:e8:1e:91:53,,,
Moxa Nport Device,NE+AC0-4100T+AF8-6748,,,00:90:e8:1e:92:81,,,
Moxa Nport Device,NE+AC0-4100T+AF8-6771,,,00:90:e8:1e:92:98,,,
Moxa Nport Device,NE+AC0-4100T+AF8-6774,,,00:90:e8:1e:92:9b,,,
Moxa Nport Device,NE+AC0-4100T+AF8-6779,,,00:90:e8:1e:92:a0,,,
Moxa Nport Device,NP5410+AF8-8523,,,00:90:e8:1e:96:02,,,
Moxa Nport Device,NP5410+AF8-9077,,,00:90:e8:1e:98:2c,,,
Moxa Nport Device,2173phone,,,00:90:e8:1e:99:d1,,,
Moxa Nport Device,Jean+AF8-Royce,,,00:90:e8:1e:9b:91,,,
Moxa Nport Device,LAJE,,,00:90:e8:1e:9d:3c,,,
Moxa Nport Device,Chalfont+AC0-NP5610+AC0-16,,,00:90:e8:1e:aa:b7,,,
Moxa Nport Device,NP5130+AF8-8471,,,00:90:e8:1e:af:47,,,
Moxa Nport Device,NP5130+AF8-8475,,,00:90:e8:1e:af:4b,,,
Moxa Nport Device,NP5130+AF8-8505,,,00:90:e8:1e:af:69,,,
Moxa Nport Device,NP5130+AF8-8837,,,00:90:e8:1e:b0:b5,,,
Moxa Nport Device,NP5110+AF8-1084,,,00:90:e8:1e:be:10,,,
Moxa Nport Device,NP5110+AF8-1985,,,00:90:e8:1e:c1:95,,,
Moxa Nport Device,NP5110+AF8-1990,,,00:90:e8:1e:c1:9a,,,
Moxa Nport Device,NP5110+AF8-1990,,,00:90:e8:1e:c1:9a,,,
Moxa Nport Device,NP5110+AF8-1990,,,00:90:e8:1e:c1:9a,,,
Moxa Nport Device,NP5110+AF8-1990,,,00:90:e8:1e:c1:9a,,,
Moxa Nport Device,NP5110+AF8-2001,,,00:90:e8:1e:c1:a5,,,
Moxa Nport Device,NP5110+AF8-2001,,,00:90:e8:1e:c1:a5,,,
Moxa Nport Device,NP5110+AF8-2001,,,00:90:e8:1e:c1:a5,,,
Moxa Nport Device,NP5110+AF8-2001,,,00:90:e8:1e:c1:a5,,,
Moxa Nport Device,NP5110+AF8-2001,,,00:90:e8:1e:c1:a5,,,
Moxa Nport Device,NP5110+AF8-2049,,,00:90:e8:1e:c1:d5,,,
Moxa Nport Device,NP5110+AF8-2169,,,00:90:e8:1e:c2:4d,,,
Moxa Nport Device,NP5110+AF8-2169,,,00:90:e8:1e:c2:4d,,,
Moxa Nport Device,NP5110+AF8-2169,,,00:90:e8:1e:c2:4d,,,
Moxa Nport Device,NP5110+AF8-2169,,,00:90:e8:1e:c2:4d,,,
Moxa Nport Device,NP5110+AF8-2188,,,00:90:e8:1e:c2:60,,,
Moxa Nport Device,NP5110+AF8-2195,,,00:90:e8:1e:c2:67,,,
Moxa Nport Device,NP5110+AF8-2195,,,00:90:e8:1e:c2:67,,,
Moxa Nport Device,NP5110+AF8-2195,,,00:90:e8:1e:c2:67,,,
Moxa Nport Device,NP5110+AF8-2195,,,00:90:e8:1e:c2:67,,,
Moxa Nport Device,NP5110+AF8-2195,,,00:90:e8:1e:c2:67,,,
Moxa Nport Device,NP5110+AF8-2202,,,00:90:e8:1e:c2:6e,,,
Moxa Nport Device,NP5110+AF8-2297,,,00:90:e8:1e:c2:cd,,,
Moxa Nport Device,NE+AC0-4110A+AF8-411,,,00:90:e8:1e:d8:0a,,,
Moxa Nport Device,Fidelity+AF8-Sheridan,,,00:90:e8:1e:e3:c4,,,
Moxa Nport Device,NP5210+AF8-6471,,,00:90:e8:1e:e8:24,,,
Moxa Nport Device,NP5210+AF8-7387,,,00:90:e8:1e:eb:b8,,,
Moxa Nport Device,OnCell+AF8-G3150+AC0-HSDPA+AF8-2525,,,00:90:e8:1f:01:26,,,
Moxa Nport Device,LINSOLES+AF8-OnCell+AF8-G3150+AC0-HSDPA+AF8-2533,,,00:90:e8:1f:01:2e,,,
Moxa Nport Device,OnCell+AF8-G3150+AC0-HSDPA+AF8-2544,,,00:90:e8:1f:01:39,,,
Moxa Nport Device,OnCell+AF8-G3150+AC0-HSDPA+AF8-2544,,,00:90:e8:1f:01:39,,,
Moxa Nport Device,OnCell+AF8-G3150+AC0-HSDPA+AF8-2544,,,00:90:e8:1f:01:39,,,
Moxa Nport Device,OnCell+AF8-G3150+AC0-HSDPA+AF8-2544,,,00:90:e8:1f:01:39,,,
Moxa Nport Device,OnCell+AF8-G3150+AC0-HSDPA+AF8-2544,,,00:90:e8:1f:01:39,,,
Moxa Nport Device,LASARRA+AF8-OnCell+AF8-G3150+AC0-HSDPA+AF8-2537,,,00:90:e8:1f:01:43,,,
Moxa Nport Device,siracusa,,,00:90:e8:1f:01:46,,,
Moxa Nport Device,NP5110+AF8-4209,,,00:90:e8:1f:04:b6,,,
Moxa Nport Device,NP5110+AF8-4229,,,00:90:e8:1f:04:ca,,,
Moxa Nport Device,NP5110+AF8-4551,,,00:90:e8:1f:06:0c,,,
Moxa Nport Device,NP5110+AF8-4593,,,00:90:e8:1f:06:36,,,
Moxa Nport Device,Incity+AF8-Atrium,,,00:90:e8:1f:09:3d,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7537,,,00:90:e8:1f:10:be,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7547,,,00:90:e8:1f:10:c8,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7599,,,00:90:e8:1f:10:fc,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7621,,,00:90:e8:1f:11:12,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7662,,,00:90:e8:1f:11:3b,,,
Moxa Nport Device,NE+AC0-4100T+AF8-8388,,,00:90:e8:1f:14:11,,,
Moxa Nport Device,NP5450+AF8-EBau,,,00:90:e8:1f:1c:06,,,
Moxa Nport Device,NP5610+AC0-8+AC0-DT+AF8-9478,,,00:90:e8:1f:2e:7f,,,
Moxa Nport Device,OnCell+AF8-G3111+AF8-1699,,,00:90:e8:1f:37:1c,,,
Moxa Nport Device,OnCell+AF8-G3111+AF8-1672,,,00:90:e8:1f:37:1f,,,
Moxa Nport Device,KLOK08,,,00:90:e8:1f:37:30,,,
Moxa Nport Device,KLOK08,,,00:90:e8:1f:37:30,,,
Moxa Nport Device,OnCell+AF8-G3111+AF8-1438,,,00:90:e8:1f:37:3c,,,
Moxa Nport Device,OnCell+AF8-G3111+AF8-1438,,,00:90:e8:1f:37:45,,,
Moxa Nport Device,W5340+AF8-1849,,,00:90:e8:1f:37:cb,,,
Moxa Nport Device,QWERTY1,,,00:90:e8:1f:38:e5,,,
Moxa Nport Device,NP5110+AF8-1422,,,00:90:e8:1f:39:01,,,
Moxa Nport Device,NP5110+AF8-3653,,,00:90:e8:1f:39:05,,,
Moxa Nport Device,NP5110+AF8-3664,,,00:90:e8:1f:39:10,,,
Moxa Nport Device,NP5110+AF8-3684,,,00:90:e8:1f:39:24,,,
Moxa Nport Device,NP5110+AF8-3703,,,00:90:e8:1f:39:37,,,
Moxa Nport Device,NP5110+AF8-3725,,,00:90:e8:1f:39:4d,,,
Moxa Nport Device,NP5110+AF8-3726,,,00:90:e8:1f:39:4e,,,
Moxa Nport Device,NP5110+AF8-1422,,,00:90:e8:1f:39:4f,,,
Moxa Nport Device,NP5110+AF8-3802,,,00:90:e8:1f:39:9a,,,
Moxa Nport Device,NP5110+AF8-3820,,,00:90:e8:1f:39:ac,,,
Moxa Nport Device,NP5110+AF8-3876,,,00:90:e8:1f:39:e4,,,
Moxa Nport Device,NP5110+AF8-3987,,,00:90:e8:1f:3a:53,,,
Moxa Nport Device,NP5110+AF8-5409,,,00:90:e8:1f:3f:e1,,,
Moxa Nport Device,NP5110+AF8-5488,,,00:90:e8:1f:40:30,,,
Moxa Nport Device,NP5110+AF8-5523,,,00:90:e8:1f:40:53,,,
Moxa Nport Device,NP5110+AF8-5525,,,00:90:e8:1f:40:55,,,
Moxa Nport Device,NP5110+AF8-5623,,,00:90:e8:1f:40:b7,,,
Moxa Nport Device,NP5110+AF8-5822,,,00:90:e8:1f:41:7e,,,
Moxa Nport Device,OnCell+AF8-G3151+AF8-4,,,00:90:e8:1f:4f:83,,,
Moxa Nport Device,OnCell+AF8-G3151+AF8-4088,,,00:90:e8:1f:4f:9a,,,
Moxa Nport Device,POLATLI+AF8-B,,,00:90:e8:1f:4f:a3,,,
Moxa Nport Device,OnCell+AF8-G3151+AF8-46,,,00:90:e8:1f:4f:ad,,,
Moxa Nport Device,NP5150+AF8-PK4,,,00:90:e8:1f:54:6b,,,
Moxa Nport Device,NP5150+AF8-K2,,,00:90:e8:1f:56:5c,,,
Moxa Nport Device,NP5150+AF8-2006+AC0-MSKS,,,00:90:e8:1f:56:74,,,
Moxa Nport Device,NP5150+AF8-SAD,,,00:90:e8:1f:56:88,,,
Moxa Nport Device,NP5130+AF8-2719,,,00:90:e8:1f:59:3d,,,
Moxa Nport Device,NP5130+AF8-2787,,,00:90:e8:1f:59:81,,,
Moxa Nport Device,NP5150A+AF8-5519,,,00:90:e8:1f:61:7d,,,
Moxa Nport Device,NP5230+AF8-9001,,,00:90:e8:1f:67:9c,,,
Moxa Nport Device,MG+AC0-MB3180+AF8-47,,,00:90:e8:1f:6a:59,,,
Moxa Nport Device,NP5630+AC0-16+AF8-7504,,,00:90:e8:1f:77:51,,,
Moxa Nport Device,vidnoe+AC0-89,,,00:90:e8:1f:81:97,,,
Moxa Nport Device,OnCell+AF8-G3150+AF8-V2+AF8-3411,,,00:90:e8:1f:8b:d5,,,
Moxa Nport Device,OnCell+AF8-G3150+AF8-V2+AF8-3412,,,00:90:e8:1f:8b:d6,,,
Moxa Nport Device,Nordkjosbotn,,,00:90:e8:1f:8c:00,,,
Moxa Nport Device,OnCell+AF8-5104+AC0-HSDPA+AF8-3467,,,00:90:e8:1f:8c:0d,,,
Moxa Nport Device,war05P,,,00:90:e8:1f:8c:14,,,
Moxa Nport Device,NP5110+AF8-5236,,,00:90:e8:1f:8f:ec,,,
Moxa Nport Device,Hlavna+AF8-moxa,,,00:90:e8:1f:94:0c,,,
Moxa Nport Device,NP5110+AF8-6420,,,00:90:e8:1f:94:8c,,,
Moxa Nport Device,NP5150+AF8-8428,,,00:90:e8:1f:9a:58,,,
Moxa Nport Device,NP5150+AF8-8444,,,00:90:e8:1f:9a:68,,,
Moxa Nport Device,NP5150+AF8-8906,,,00:90:e8:1f:9c:36,,,
Moxa Nport Device,5232+AC0-N+AF8-2816,,,00:90:e8:1f:a1:3d,,,
Moxa Nport Device,NP5450+AF8-5430,,,00:90:e8:1f:a5:eb,,,
Moxa Nport Device,NP5430I+AF8-5351,,,00:90:e8:1f:a7:87,,,
Moxa Nport Device,NP5130+AF8-495,,,00:90:e8:1f:c3:00,,,
Moxa Nport Device,NP5130+AF8-700,,,00:90:e8:1f:c3:cd,,,
Moxa Nport Device,NP5110+AF8-3220,,,00:90:e8:1f:cc:47,,,
Moxa Nport Device,NP5110+AF8-3373,,,00:90:e8:1f:cc:e0,,,
Moxa Nport Device,NP5110+AF8-3580,,,00:90:e8:1f:cd:af,,,
Moxa Nport Device,NP5110+AF8-3584,,,00:90:e8:1f:cd:b3,,,
Moxa Nport Device,NP5110+AF8-3702,,,00:90:e8:1f:ce:29,,,
Moxa Nport Device,Incity+AF8-Omega,,,00:90:e8:1f:ce:e1,,,
Moxa Nport Device,NP5110+AF8-3981,,,00:90:e8:1f:cf:40,,,
Moxa Nport Device,Pik60+AF8-Pskov,,,00:90:e8:1f:d1:4f,,,
Moxa Nport Device,NP5110+AF8-4791,,,00:90:e8:1f:d2:6a,,,
Moxa Nport Device,NP5110+AF8-5130,,,00:90:e8:1f:d3:bd,,,
Moxa Nport Device,WTT,,,00:90:e8:1f:de:cc,,,
Moxa Nport Device,SZ+AC0-Terminal+AC0-Server,,,00:90:e8:1f:de:d0,,,
Moxa Nport Device,5232+AC0-N+AF8-9664,,,00:90:e8:1f:f9:19,,,
Moxa Nport Device,5232+AC0-N+AF8-9995,,,00:90:e8:1f:fa:64,,,
Moxa Nport Device,NP5110A+AF8-5010,,,00:90:e8:1f:fc:c0,,,
Moxa Nport Device,NE+AC0-4110A+AF8-8601,,,00:90:e8:20:03:c9,,,
Moxa Nport Device,NE+AC0-4110A+AF8-647,,,00:90:e8:20:04:f0,,,
Moxa Nport Device,NE+AC0-4110S+AF8-9384,,,00:90:e8:20:06:d4,,,
Moxa Nport Device,NE+AC0-4110S+AF8-9399,,,00:90:e8:20:06:e3,,,
Moxa Nport Device,OnCell+AF8-Reservoir,,,00:90:e8:20:16:68,,,
Moxa Nport Device,OnCell+AF8-G3110+AF8-V2+AF8-5271,,,00:90:e8:20:16:7f,,,
Moxa Nport Device,OnCell+AF8-G3110+AF8-V2+AF8-5300,,,00:90:e8:20:16:9c,,,
Moxa Nport Device,NP5410+AF8-Interxion,,,00:90:e8:20:1a:38,,,
Moxa Nport Device,NP5110+AF8-9626+AF8-tesco,,,00:90:e8:20:21:14,,,
Moxa Nport Device,NP5110+AF8-953,,,00:90:e8:20:26:43,,,
Moxa Nport Device,OnCell+AF8-G3111+AF8-1438,,,00:90:e8:20:3a:65,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-700,,,00:90:e8:20:49:bb,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-705,,,00:90:e8:20:49:c0,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-713shellshellshellshellshells,,,00:90:e8:20:49:ca,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-700enableenable,,,00:90:e8:20:49:d2,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-701shellshellshell,,,00:90:e8:20:49:d4,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-772,,,00:90:e8:20:49:d6,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-729enableenableenableenableen,,,00:90:e8:20:49:d8,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-700,,,00:90:e8:20:49:dd,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-700enableenable,,,00:90:e8:20:49:e0,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-713shellshell,,,00:90:e8:20:49:e4,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-713shellshellshellshell,,,00:90:e8:20:49:ec,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-713,,,00:90:e8:20:49:ed,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-752,,,00:90:e8:20:49:ef,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-701shellshellshellshell,,,00:90:e8:20:49:f0,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-701,,,00:90:e8:20:49:f9,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-766,,,00:90:e8:20:49:fd,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-713shellshellshellshellshells,,,00:90:e8:20:4a:02,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-713shellshellshellshell,,,00:90:e8:20:4a:06,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-6901,,,00:90:e8:20:4a:08,,,
Moxa Nport Device,NP5130+AF8-2245,,,00:90:e8:20:4f:38,,,
Moxa Nport Device,NP5130+AF8-2266,,,00:90:e8:20:4f:4d,,,
Moxa Nport Device,NP5130+AF8-2283,,,00:90:e8:20:4f:5e,,,
Moxa Nport Device,NP5130+AF8-2474,,,00:90:e8:20:50:1d,,,
Moxa Nport Device,moxa+AC0-dc,,,00:90:e8:20:5c:37,,,
Moxa Nport Device,NE+AC0-4100T+AF8-2153+AF8-E1GWV361+AF8-36101798,,,00:90:e8:20:66:0b,,,
Moxa Nport Device,NE+AC0-4100T+AF8-2175,,,00:90:e8:20:66:21,,,
Moxa Nport Device,NE+AC0-4100T+AF8-2252,,,00:90:e8:20:66:6e,,,
Moxa Nport Device,NE+AC0-4100T+AF8-2266,,,00:90:e8:20:66:7c,,,
Moxa Nport Device,NP5150+AF8-4029,,,00:90:e8:20:6d:5f,,,
Moxa Nport Device,PBPLAISlive,,,00:90:e8:20:73:0b,,,
Moxa Nport Device,MOXA+AC0-BRW,,,00:90:e8:20:7a:7a,,,
Moxa Nport Device,TA 14 Bernstein,,,00:90:e8:20:96:ec,,,
Moxa Nport Device,OnCell+AF8-G3150+AC0-HSDPA+AF8-7880,,,00:90:e8:20:96:f7,,,
Moxa Nport Device,OnCell+AF8-G3150+AC0-HSDPA+AF8-4046,,,00:90:e8:20:96:f8,,,
Moxa Nport Device,OnCell+AF8-G3150+AC0-HSDPA+AF8-7897,,,00:90:e8:20:97:08,,,
Moxa Nport Device,OnCell+AF8-G3111+AF8-8876,,,00:90:e8:20:97:4b,,,
Moxa Nport Device,OnCell+AF8-G3111+AF8-8876,,,00:90:e8:20:97:4b,,,
Moxa Nport Device,NP5150A+AF8-9810,,,00:90:e8:20:98:a3,,,
Moxa Nport Device,NP5150A+AF8-9822,,,00:90:e8:20:98:af,,,
Moxa Nport Device,NP5210+AF8-5217,,,00:90:e8:20:a2:e1,,,
Moxa Nport Device,NP5210+AF8-5416,,,00:90:e8:20:a3:a8,,,
Moxa Nport Device,Weather+Stativ/9-,,,00:90:e8:20:aa:ea,,,
Moxa Nport Device,NP5110+AF8-850,,,00:90:e8:20:ab:ea,,,
Moxa Nport Device,NP5110+AF8-871,,,00:90:e8:20:ab:ff,,,
Moxa Nport Device,NP5110+AF8-1118,,,00:90:e8:20:ac:f6,,,
Moxa Nport Device,vic+way+moxa-,,,00:90:e8:20:ad:dc,,,
Moxa Nport Device,NP5130+AF8-3565,,,00:90:e8:20:b6:21,,,
Moxa Nport Device,NP5130+AF8-3567,,,00:90:e8:20:b6:23,,,
Moxa Nport Device,NP5130+AF8-3578,,,00:90:e8:20:b6:2e,,,
Moxa Nport Device,NP5130+AF8-3585,,,00:90:e8:20:b6:35,,,
Moxa Nport Device,NP5232,,,00:90:e8:20:bb:44,,,
Moxa Nport Device,SgPenampang,,,00:90:e8:20:c5:0c,,,
Moxa Nport Device,NP5130A+AF8-8433,,,00:90:e8:20:c5:82,,,
Moxa Nport Device,NP5130A+AF8-8608,,,00:90:e8:20:c6:31,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-713shellshellshellshellshells,,,00:90:e8:20:d2:27,,,
Moxa Nport Device,OnCell+AF8-G3111+AF8-1438,,,00:90:e8:20:d4:08,,,
Moxa Nport Device,NP5110+AF8-7622,,,00:90:e8:20:d5:b2,,,
Moxa Nport Device,NP5110+AF8-7966,,,00:90:e8:20:d7:0a,,,
Moxa Nport Device,NP5110+AF8-7972,,,00:90:e8:20:d7:10,,,
Moxa Nport Device,NP5110+AF8-8033,,,00:90:e8:20:d7:4d,,,
Moxa Nport Device,UralskayaNP5110,,,00:90:e8:20:d8:43,,,
Moxa Nport Device,NP5110+AF8-8556,,,00:90:e8:20:d9:58,,,
Moxa Nport Device,NP5110+AF8-9629,,,00:90:e8:20:dd:89,,,
Moxa Nport Device,NP5110+AF8-9768,,,00:90:e8:20:de:14,,,
Moxa Nport Device,NE+AC0-4110S+AF8-6368,,,00:90:e8:20:e9:c0,,,
Moxa Nport Device,NE+AC0-4110S+AF8-6491,,,00:90:e8:20:ea:3b,,,
Moxa Nport Device,NE+AC0-4110S+AF8-6505,,,00:90:e8:20:ea:49,,,
Moxa Nport Device,10S+AF8-6510+AF8-Ks123,,,00:90:e8:20:ea:4e,,,
Moxa Nport Device,5110+AF8-ks108,,,00:90:e8:20:ea:4f,,,
Moxa Nport Device,NE+AC0-4110S+AF8-6523,,,00:90:e8:20:ea:5b,,,
Moxa Nport Device,NP5110+AF8-1252,,,00:90:e8:20:f4:01,,,
Moxa Nport Device,OnCell+AF8-G3110+AF8-V2+AF8-8735,,,00:90:e8:21:03:1b,,,
Moxa Nport Device,OnCell+AF8-G3110+AF8-V2+AF8-8735,,,00:90:e8:21:03:1b,,,
Moxa Nport Device,NP5110+AF8-9554,,,00:90:e8:21:17:50,,,
Moxa Nport Device,NP5110+AF8-9798,,,00:90:e8:21:18:44,,,
Moxa Nport Device,NP5110+AF8-9808,,,00:90:e8:21:18:4e,,,
Moxa Nport Device,NP5110+AF8-9822,,,00:90:e8:21:18:5c,,,
Moxa Nport Device,NP5110+AF8-9829,,,00:90:e8:21:18:63,,,
Moxa Nport Device,NP5110+AF8-9832,,,00:90:e8:21:18:66,,,
Moxa Nport Device,NP5110+AF8-9909,,,00:90:e8:21:18:b3,,,
Moxa Nport Device,5232+AC0-N+AF8-2861,,,00:90:e8:21:20:1c,,,
Moxa Nport Device,5232+AC0-N+AF8-2912,,,00:90:e8:21:20:4f,,,
Moxa Nport Device,5232+AC0-N+AF8-3012,,,00:90:e8:21:20:b3,,,
Moxa Nport Device,W5340+AF8-5284,,,00:90:e8:21:2a:28,,,
Moxa Nport Device,NP5110A+AF8-6560,,,00:90:e8:21:2c:8e,,,
Moxa Nport Device,NP5110A+AF8-6588,,,00:90:e8:21:2c:aa,,,
Moxa Nport Device,NP5110A+AF8-6735,,,00:90:e8:21:2d:3d,,,
Moxa Nport Device,5A+AF8-Ser+AF8-Server+ACM-2,,,00:90:e8:21:30:f0,,,
Moxa Nport Device,NP5210+AF8-9369,,,00:90:e8:21:36:49,,,
Moxa Nport Device,Dupline+AC0-Online+AC0-9631,,,00:90:e8:21:37:4f,,,
Moxa Nport Device,NP5130+AF8-501,,,00:90:e8:21:3a:97,,,
Moxa Nport Device,NP5130+AF8-511,,,00:90:e8:21:3a:a1,,,
Moxa Nport Device,NP5130+AF8-599,,,00:90:e8:21:3a:f9,,,
Moxa Nport Device,NP5130+AF8-761,,,00:90:e8:21:3b:9b,,,
Moxa Nport Device,NP5130+AF8-1129,,,00:90:e8:21:3d:0b,,,
Moxa Nport Device,NP5130+AF8-1138,,,00:90:e8:21:3d:14,,,
Moxa Nport Device,NP5130+AF8-1139,,,00:90:e8:21:3d:15,,,
Moxa Nport Device,NP5130+AF8-1146,,,00:90:e8:21:3d:1c,,,
Moxa Nport Device,NP5130+AF8-1147,,,00:90:e8:21:3d:1d,,,
Moxa Nport Device,NP5130+AF8-1186,,,00:90:e8:21:3d:44,,,
Moxa Nport Device,NP5130+AF8-1187,,,00:90:e8:21:3d:45,,,
Moxa Nport Device,NP5150+AF8-2967,,,00:90:e8:21:3f:54,,,
Moxa Nport Device,NP5150+AF8-2970,,,00:90:e8:21:3f:57,,,
Moxa Nport Device,NP5150+AF8-2978,,,00:90:e8:21:3f:5f,,,
Moxa Nport Device,NP5150+AF8-2982,,,00:90:e8:21:3f:63,,,
Moxa Nport Device,OnCell+AF8-G3251+AF8-1329,,,00:90:e8:21:54:fc,,,
Moxa Nport Device,NewSat,,,00:90:e8:21:57:93,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSDPA+AF8-3111,,,00:90:e8:21:5b:32,,,
