Vendor,Product,Product Number,Serial Number,MAC,Software,Release Year?,Location
Moxa Nport Device,NE+AC0-4100T+AF8-7699,,,00:90:e8:42:3e:2e,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7699,,,00:90:e8:42:3e:31,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7699,,,00:90:e8:42:3e:36,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7699,,,00:90:e8:42:3e:40,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7699,,,00:90:e8:42:3e:45,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7699,,,00:90:e8:42:3e:56,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7699,,,00:90:e8:42:3e:58,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7699,,,00:90:e8:42:3e:59,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7699,,,00:90:e8:42:3e:5a,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7699,,,00:90:e8:42:3e:60,,,
Moxa Nport Device,NE+AC0-4100T+AF8-261,,,00:90:e8:42:3e:ce,,,
Moxa Nport Device,NE+AC0-4100T+AF8-269,,,00:90:e8:42:3e:d6,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7699,,,00:90:e8:42:3e:e9,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-3708,,,00:90:e8:42:46:2f,,,
Moxa Nport Device,NP5110A+AF8-5990,,,00:90:e8:42:47:6c,,,
Moxa Nport Device,CHILLER01+AF8-NP5110A,,,00:90:e8:42:49:7e,,,
Moxa Nport Device,NP5150+AF8-B12,,,00:90:e8:42:4c:7a,,,
Moxa Nport Device,NP5150+AF8-B8,,,00:90:e8:42:4c:a6,,,
Moxa Nport Device,NP5150+AF8-B7,,,00:90:e8:42:4c:a9,,,
Moxa Nport Device,NP5150+AF8-7717,,,00:90:e8:42:4e:71,,,
Moxa Nport Device,DGV+AC0-WWTP,,,00:90:e8:42:59:1b,,,
Moxa Nport Device,DGV+AC0-WWTP,,,00:90:e8:42:59:1b,,,
Moxa Nport Device,DGV+AC0-WWTP,,,00:90:e8:42:59:1b,,,
Moxa Nport Device,DGV+AC0-SPS2,,,00:90:e8:42:59:34,,,
Moxa Nport Device,DGV+AC0-SPS6,,,00:90:e8:42:59:35,,,
Moxa Nport Device,DGV+AC0-SPS14+AF8-Oncell,,,00:90:e8:42:59:43,,,
Moxa Nport Device,DGV+AC0-SPS14+AF8-Oncell,,,00:90:e8:42:59:43,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-5676,,,00:90:e8:42:62:e0,,,
Moxa Nport Device,MG+AC0-MB3270+AF8-5681,,,00:90:e8:42:62:e5,,,
Moxa Nport Device,Hacker+AF8-of+AF8-libya,,,00:90:e8:42:63:5f,,,
Moxa Nport Device,NP5232+AF8-4828,,,00:90:e8:42:66:2f,,,
Moxa Nport Device,NP5232+AF8-4828,,,00:90:e8:42:66:2f,,,
Moxa Nport Device,NP5232+AF8-4828,,,00:90:e8:42:66:2f,,,
Moxa Nport Device,NP5232+AF8-4833,,,00:90:e8:42:66:34,,,
Moxa Nport Device,NP5232+AF8-4860,,,00:90:e8:42:66:4f,,,
Moxa Nport Device,MG+AC0-MB3180+AF8-8163,,,00:90:e8:42:72:5e,,,
Moxa Nport Device,OnCell+AF8-5104+AC0-HSPA+AF8-635,,,00:90:e8:42:73:70,,,
Moxa Nport Device,RE+AF8-ETEC03+AF8-Modem,,,00:90:e8:42:73:96,,,
Moxa Nport Device,NP5110+AF8-4813,,,00:90:e8:42:7d:18,,,
Moxa Nport Device,NP5110+AF8-4864,,,00:90:e8:42:7d:4b,,,
Moxa Nport Device,NP5110+AF8-5756,,,00:90:e8:42:80:c7,,,
Moxa Nport Device,NP5110+AF8-6253,,,00:90:e8:42:82:b8,,,
Moxa Nport Device,NP5110+AF8-6320,,,00:90:e8:42:82:fb,,,
Moxa Nport Device,NE+AC0-4110S+AF8-2622,,,00:90:e8:42:8e:94,,,
Moxa Nport Device,NE+AC0-4110S+AF8-2786,,,00:90:e8:42:8f:38,,,
Moxa Nport Device,NE+AC0-4110S+AF8-2811,,,00:90:e8:42:8f:51,,,
Moxa Nport Device,NE+AC0-4110S+AF8-2812,,,00:90:e8:42:8f:52,,,
Moxa Nport Device,NE+AC0-4110S+AF8-2823,,,00:90:e8:42:8f:5d,,,
Moxa Nport Device,NE+AC0-4110S+AF8-2840,,,00:90:e8:42:8f:6e,,,
Moxa Nport Device,NE+AC0-4110S+AF8-3138,,,00:90:e8:42:90:98,,,
Moxa Nport Device,NE+AC0-4110S+AF8-3141,,,00:90:e8:42:90:9b,,,
Moxa Nport Device,NP5230+AF8-40lecia20,,,00:90:e8:42:94:e9,,,
Moxa Nport Device,NP5410+AF8-Chalmette,,,00:90:e8:42:a0:e6,,,
Moxa Nport Device,NP5210+AF8-6898,,,00:90:e8:42:a2:c1,,,
Moxa Nport Device,NP5210+AF8-6898,,,00:90:e8:42:a2:c1,,,
Moxa Nport Device,NP5210+AF8-7700,,,00:90:e8:42:a5:e3,,,
Moxa Nport Device,NP5110+AF8-8137,,,00:90:e8:42:b2:47,,,
Moxa Nport Device,PUNJ+AF8-LLOYD+AF8-SOLAR+AF8-PLANT+AF8-SIDE,,,00:90:e8:42:b4:84,,,
Moxa Nport Device,FC+AF8-15575,,,00:90:e8:42:b7:6e,,,
Moxa Nport Device,NP5110+AF8-206,,,00:90:e8:42:ba:5c,,,
Moxa Nport Device,NP5210A+AF8-5101,,,00:90:e8:42:c1:ca,,,
Moxa Nport Device,OnCell+AF8-HSPA+AF8-masaya,,,00:90:e8:42:c6:c9,,,
Moxa Nport Device,NP5130+AF8-8098,,,00:90:e8:42:cf:12,,,
Moxa Nport Device,NP5130+AF8-8275,,,00:90:e8:42:cf:c3,,,
Moxa Nport Device,NP5130+AF8-8359,,,00:90:e8:42:d0:17,,,
Moxa Nport Device,NP5130+AF8-8682,,,00:90:e8:42:d1:5a,,,
Moxa Nport Device,Ib+AC0-4F,,,00:90:e8:42:d6:b2,,,
Moxa Nport Device,Ib+AC0-6F,,,00:90:e8:42:d6:dc,,,
Moxa Nport Device,Ib+AC0-5F,,,00:90:e8:42:d6:e0,,,
Moxa Nport Device,OnCell+AF8-G3151+AC0-HSPA+AF8-980,,,00:90:e8:42:f0:b1,,,
Moxa Nport Device,OnCell+AF8-G3151+AC0-HSPA+AF8-980,,,00:90:e8:42:f0:b1,,,
Moxa Nport Device,OnCell+AF8-G3151+AC0-HSPA+AF8-982,,,00:90:e8:42:f0:b3,,,
Moxa Nport Device,OnCell+AF8-G3151+AC0-HSPA+AF8-986,,,00:90:e8:42:f0:b7,,,
Moxa Nport Device,OnCell+AF8-G3151+AC0-HSPA+AF8-987,,,00:90:e8:42:f0:b8,,,
Moxa Nport Device,OnCell+AF8-G3151+AC0-HSPA+AF8-987,,,00:90:e8:42:f0:b8,,,
Moxa Nport Device,OnCell+AF8-G3151+AC0-HSPA+AF8-994,,,00:90:e8:42:f0:bf,,,
Moxa Nport Device,OnCell+AF8-G3151+AC0-HSPA+AF8-998,,,00:90:e8:42:f0:c3,,,
Moxa Nport Device,North,,,00:90:e8:42:f2:4e,,,
Moxa Nport Device,HKHKGALC8001CM,,,00:90:e8:43:01:db,,,
Moxa Nport Device,CNSHHCJX3101CM,,,00:90:e8:43:01:e8,,,
Moxa Nport Device,NP6610+AC0-32+AF8-3692,,,00:90:e8:43:01:f1,,,
Moxa Nport Device,CNSHHCJX1001CM,,,00:90:e8:43:01:f3,,,
Moxa Nport Device,DPS+AF8-JUNIOR,,,00:90:e8:43:04:5e,,,
Moxa Nport Device,NP5130+AF8-9141,,,00:90:e8:43:04:86,,,
Moxa Nport Device,NP5150+AF8-B15,,,00:90:e8:43:07:c5,,,
Moxa Nport Device,NP5150+AF8-583,,,00:90:e8:43:07:e0,,,
Moxa Nport Device,NP5150+AF8-682,,,00:90:e8:43:08:43,,,
Moxa Nport Device,NP5150+AF8-893,,,00:90:e8:43:09:16,,,
Moxa Nport Device,NP5150+AF8-987,,,00:90:e8:43:09:74,,,
Moxa Nport Device,NP5150+AF8-1039,,,00:90:e8:43:09:a8,,,
Moxa Nport Device,NP5150+AF8-1062,,,00:90:e8:43:09:bf,,,
Moxa Nport Device,NP5150+AF8-1072,,,00:90:e8:43:09:c9,,,
Moxa Nport Device,NP5150+AF8-1382,,,00:90:e8:43:0a:ff,,,
Moxa Nport Device,NP5150+AF8-1531,,,00:90:e8:43:0b:94,,,
Moxa Nport Device,NP5150+AF8-1569,,,00:90:e8:43:0b:ba,,,
Moxa Nport Device,HC4120,,,00:90:e8:43:10:3f,,,
Moxa Nport Device,HC4120,,,00:90:e8:43:10:44,,,
Moxa Nport Device,HC4120,,,00:90:e8:43:10:8c,,,
Moxa Nport Device,NP5110+AF8-5872,,,00:90:e8:43:10:dd,,,
Moxa Nport Device,kor5+AF8-1,,,00:90:e8:43:13:24,,,
Moxa Nport Device,NP5110+AF8-6549,,,00:90:e8:43:13:82,,,
Moxa Nport Device,ch+AF8-83+AF8-7+AF8-10,,,00:90:e8:43:14:6b,,,
Moxa Nport Device,NP5110+AF8-6785,,,00:90:e8:43:14:6e,,,
Moxa Nport Device,NP5110+AF8-7782,,,00:90:e8:43:18:53,,,
Moxa Nport Device,poch+AF8-69,,,00:90:e8:43:18:c6,,,
Moxa Nport Device,kor5+AF8-2,,,00:90:e8:43:19:56,,,
Moxa Nport Device,BG+AC0-Bourgas,,,00:90:e8:43:1b:93,,,
Moxa Nport Device,MiiNePort+AF8-E1+AF8-3848,,,00:90:e8:43:22:b0,,,
Moxa Nport Device,MiiNePort+AF8-E1+AF8-2851,,,00:90:e8:43:23:0e,,,
Moxa Nport Device,JA+AC0-RGAP+AC0-NI01,,,00:90:e8:43:25:4f,,,
Moxa Nport Device,MOXA KHV V.178,,,00:90:e8:43:25:5b,,,
Moxa Nport Device,NP6450+AF8-6004,,,00:90:e8:43:25:83,,,
Moxa Nport Device,NP5110A+AF8-5237,,,00:90:e8:43:49:61,,,
Moxa Nport Device,NP5110+AF8-3182,,,00:90:e8:43:55:22,,,
Moxa Nport Device,mildmay,,,00:90:e8:43:59:91,,,
Moxa Nport Device,NP5450+AF8-305,,,00:90:e8:43:60:bc,,,
Moxa Nport Device,NP5450+AF8-RUREXPOL+AF8-P2,,,00:90:e8:43:60:c7,,,
Moxa Nport Device,NP6450+AF8-6133,,,00:90:e8:43:69:82,,,
Moxa Nport Device,NP5232+AF8-1437,,,00:90:e8:43:71:48,,,
Moxa Nport Device,CH Bielsa+AF8-OnCell+AF8-G3150+AC0-HSDPA+AF8-2537,,,00:90:e8:43:73:8f,,,
Moxa Nport Device,NP5130+AF8-1380,,,00:90:e8:43:75:ef,,,
Moxa Nport Device,NP5130+AF8-1460,,,00:90:e8:43:76:3f,,,
Moxa Nport Device,NP5130+AF8-1515,,,00:90:e8:43:76:76,,,
Moxa Nport Device,NP5130+AF8-1516,,,00:90:e8:43:76:77,,,
Moxa Nport Device,NP5130+AF8-1554,,,00:90:e8:43:76:9d,,,
Moxa Nport Device,NP5130+AF8-1563,,,00:90:e8:43:76:a6,,,
Moxa Nport Device,NP5250A+AF8-2100,,,00:90:e8:43:78:ad,,,
Moxa Nport Device,NP5250A+AF8-2226,,,00:90:e8:43:79:2b,,,
Moxa Nport Device,NP5130+AF8-2809,,,00:90:e8:43:7b:90,,,
Moxa Nport Device,OnCell+AF8-G3110+AF8-V2+AF8-2016,,,00:90:e8:43:82:ca,,,
Moxa Nport Device,OnCell+AF8-G3110+AF8-V2+AF8-4738,,,00:90:e8:43:82:e2,,,
Moxa Nport Device,OnCell+AF8-G3110+AF8-V2+AF8-4741,,,00:90:e8:43:82:e5,,,
Moxa Nport Device,OnCell+AF8-G3110+AF8-V2+AF8-1755,,,00:90:e8:43:83:00,,,
Moxa Nport Device,NP5210+AF8-CO+AC0-S+AC0-MORTELLA,,,00:90:e8:43:a5:51,,,
Moxa Nport Device,NP5210+AF8-CO+AC0-S+AC0-MORTELLA,,,00:90:e8:43:a5:51,,,
Moxa Nport Device,NP5210+AF8-4758,,,00:90:e8:43:a6:80,,,
Moxa Nport Device,NP5210+AF8-4776,,,00:90:e8:43:a6:92,,,
Moxa Nport Device,NP5210+AF8-5022,,,00:90:e8:43:a7:88,,,
Moxa Nport Device,NP5110+AF8-1773,,,00:90:e8:43:b4:b8,,,
Moxa Nport Device,,,,00:90:e8:43:b7:71,,,
Moxa Nport Device,NE+AC0-4110S+AF8-3998,,,00:90:e8:43:b8:94,,,
Moxa Nport Device,NE+AC0-4110S+AF8-4335,,,00:90:e8:43:b9:e5,,,
Moxa Nport Device,NE+AC0-4110S+AF8-4340,,,00:90:e8:43:b9:ea,,,
Moxa Nport Device,MG+AC0-MB3180+AF8-Komtar,,,00:90:e8:43:c2:04,,,
Moxa Nport Device,MG+AC0-MB3180+AF8-Skudai,,,00:90:e8:43:c4:44,,,
Moxa Nport Device,molot17,,,00:90:e8:43:cc:b2,,,
Moxa Nport Device,NP5110+AF8-4716+AF8-Tale,,,00:90:e8:43:cd:86,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-6478,,,00:90:e8:43:f3:14,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-6478,,,00:90:e8:43:f3:14,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-6478,,,00:90:e8:43:f3:15,,,
Moxa Nport Device,DvergsnesKai,,,00:90:e8:43:f3:1c,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-4475,,,00:90:e8:43:f3:2f,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-6478,,,00:90:e8:43:f3:31,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-6478,,,00:90:e8:43:f3:37,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-6478,,,00:90:e8:43:f3:37,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-6478,,,00:90:e8:43:f3:3f,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-6478,,,00:90:e8:43:f3:41,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-6478,,,00:90:e8:43:f3:41,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-6478,,,00:90:e8:43:f3:54,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-6478,,,00:90:e8:43:f3:54,,,
Moxa Nport Device,Ribadesella,,,00:90:e8:44:04:fb,,,
Moxa Nport Device,CM Xesteira,,,00:90:e8:44:05:15,,,
Moxa Nport Device,OnCell+AF8-G3111+AF8-8841,,,00:90:e8:44:05:29,,,
Moxa Nport Device,NP5650+AC0-8+AC0-DTL+AF8-3832,,,00:90:e8:44:13:a6,,,
Moxa Nport Device,SD1Server,,,00:90:e8:44:15:bb,,,
Moxa Nport Device,OnCell+AF8-G3151+AC0-HSPA+AF8-602,,,00:90:e8:44:15:c1,,,
Moxa Nport Device,Base+AF8-Ovalle,,,00:90:e8:44:15:c4,,,
Moxa Nport Device,NP5110+AF8-1987,,,00:90:e8:44:17:c0,,,
Moxa Nport Device,NP5110+AF8-7211,,,00:90:e8:44:1d:ee,,,
Moxa Nport Device,NP5110+AF8-7309,,,00:90:e8:44:1e:50,,,
Moxa Nport Device,NP5110+AF8-7667,,,00:90:e8:44:1f:b6,,,
Moxa Nport Device,NP5110+AF8-6747,,,00:90:e8:44:20:81,,,
Moxa Nport Device,NP5210A+AF8-2516,,,00:90:e8:44:24:9a,,,
Moxa Nport Device,152490,,,00:90:e8:44:30:31,,,
Moxa Nport Device,ISS+AF8-Security+AF8-Jablotron+AF8-backup+AF8-receiver,,,00:90:e8:44:43:0e,,,
Moxa Nport Device,NP6150+AF8-3543,,,00:90:e8:44:43:1d,,,
Moxa Nport Device,NP6150+AF8-3590,,,00:90:e8:44:43:4c,,,
Moxa Nport Device,ISS+AF8-Security+AF8-Jablotron+AF8-main+AF8-receiver,,,00:90:e8:44:43:a3,,,
Moxa Nport Device,NP6150+AF8-3687,,,00:90:e8:44:43:ad,,,
Moxa Nport Device,NP6150+AF8-3698,,,00:90:e8:44:43:b8,,,
Moxa Nport Device,NP6150+AF8-3700,,,00:90:e8:44:43:ba,,,
Moxa Nport Device,NP5650+AC0-8+AC0-DTL+AF8-2053,,,00:90:e8:44:52:04,,,
Moxa Nport Device,MG+AC0-MB3180+AF8-KLC,,,00:90:e8:44:58:34,,,
Moxa Nport Device,OnCell+AF8-Fergekai,,,00:90:e8:44:6e:0d,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-6478,,,00:90:e8:44:6e:27,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-6478,,,00:90:e8:44:6e:27,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-5510,,,00:90:e8:44:6e:2c,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-5510,,,00:90:e8:44:6e:2c,,,
Moxa Nport Device,OnCell+AF8-G3151+AC0-HSPA+AF8-1178,,,00:90:e8:44:89:17,,,
Moxa Nport Device,HZ6112+AC0-004+AC0-WiFi,,,00:90:e8:44:89:29,,,
Moxa Nport Device,HZ6112+AC0-003+AC0-WiFi,,,00:90:e8:44:89:3d,,,
Moxa Nport Device,HZ6112+AC0-003+AC0-WiFi,,,00:90:e8:44:89:3d,,,
Moxa Nport Device,HZ6112+AC0-003+AC0-WiFi,,,00:90:e8:44:89:3d,,,
Moxa Nport Device,CNSHHCJX3201CM,,,00:90:e8:44:aa:ee,,,
Moxa Nport Device,NP6610+AC0-32+AF8-8095,,,00:90:e8:44:aa:f7,,,
Moxa Nport Device,HKHKGCTT8001MOXA,,,00:90:e8:44:ab:1c,,,
Moxa Nport Device,CNNAJFEH1001CM,,,00:90:e8:44:ab:1f,,,
Moxa Nport Device,NP6610+AC0-32+AF8-8136,,,00:90:e8:44:ab:20,,,
Moxa Nport Device,NP6610+AC0-32+AF8-8149,,,00:90:e8:44:ab:2d,,,
Moxa Nport Device,CNWUXSOK1001CM,,,00:90:e8:44:ab:2e,,,
Moxa Nport Device,NP6610+AC0-32+AF8-8152,,,00:90:e8:44:ab:30,,,
Moxa Nport Device,NP5430I+AF8-471,,,00:90:e8:44:ab:49,,,
Moxa Nport Device,RO+AC0-Constanta3,,,00:90:e8:44:b3:04,,,
Moxa Nport Device,OnCell+AF8-5004+AF8-Nadole,,,00:90:e8:44:bb:41,,,
Moxa Nport Device,Router+AF8-GPRS+AF8-Mahon,,,00:90:e8:44:bb:47,,,
Moxa Nport Device,NP5110+AF8-8920,,,00:90:e8:44:c4:ec,,,
Moxa Nport Device,NP5110+AF8-9479,,,00:90:e8:44:c7:1b,,,
Moxa Nport Device,NP5110+AF8-389,,,00:90:e8:44:ca:a9,,,
Moxa Nport Device,5232+AC0-N+AF8-2066,,,00:90:e8:44:d3:1f,,,
Moxa Nport Device,5232+AC0-N+AF8-2194,,,00:90:e8:44:d3:9f,,,
Moxa Nport Device,5232+AC0-N+AF8-2263,,,00:90:e8:44:d3:e4,,,
Moxa Nport Device,NP5210+AF8-744,,,00:90:e8:44:eb:42,,,
Moxa Nport Device,Pudovja +AC0- 3,,,00:90:e8:44:fd:4a,,,
Moxa Nport Device,ACUACAR,,,00:90:e8:44:fd:4b,,,
Moxa Nport Device,Pudovja +AC0- 1,,,00:90:e8:44:fd:4e,,,
Moxa Nport Device,Pudovja +AC0- 5,,,00:90:e8:44:fd:57,,,
Moxa Nport Device,OnCell+AF8-G3151+AF8-7728,,,00:90:e8:44:fd:5d,,,
Moxa Nport Device,OnCell+AF8-G3151+AF8-7728,,,00:90:e8:44:fd:5d,,,
Moxa Nport Device,OnCell+AF8-G3151+AF8-7728,,,00:90:e8:44:fd:5d,,,
Moxa Nport Device,BI013,,,00:90:e8:44:fd:61,,,
Moxa Nport Device,BI013,,,00:90:e8:44:fd:61,,,
Moxa Nport Device,Pudovja +AC0- 2,,,00:90:e8:44:fd:62,,,
Moxa Nport Device,OnCell+AF8-G3151+AF8-407,,,00:90:e8:44:fd:69,,,
Moxa Nport Device,BI+AC0-016,,,00:90:e8:44:fd:6d,,,
Moxa Nport Device,BI+AF8-015,,,00:90:e8:44:fd:73,,,
Moxa Nport Device,OnCell+AF8-G3151+AF8-426,,,00:90:e8:44:fd:7c,,,
Moxa Nport Device,Pudovja +AC0- 7,,,00:90:e8:44:fd:7f,,,
Moxa Nport Device,NP5110A+AF8-5158,,,00:90:e8:45:10:3f,,,
Moxa Nport Device,NP5110A+AF8-5185,,,00:90:e8:45:10:5a,,,
Moxa Nport Device,NP5110A+AF8-5990,,,00:90:e8:45:13:7f,,,
Moxa Nport Device,OnCell+AF8-5104+AC0-HSPA+AF8-1163,,,00:90:e8:45:16:21,,,
Moxa Nport Device,OnCell+AF8-5104+AC0-HSPA+AF8-BUROVYYE1,,,00:90:e8:45:16:3c,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-6478,,,00:90:e8:45:20:41,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-8687,,,00:90:e8:45:20:50,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-8687,,,00:90:e8:45:20:56,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-8668,,,00:90:e8:45:20:5e,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-8673,,,00:90:e8:45:20:63,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-8687,,,00:90:e8:45:20:70,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-8687,,,00:90:e8:45:20:71,,,
Moxa Nport Device,NP5110+AF8-7610,,,00:90:e8:45:2d:03,,,
Moxa Nport Device,NP5110+AF8-8095,,,00:90:e8:45:2e:e8,,,
Moxa Nport Device,NP5110+AF8-8642,,,00:90:e8:45:31:0b,,,
Moxa Nport Device,HKHKGALC3201CM,,,00:90:e8:45:48:da,,,
Moxa Nport Device,OnCell+AF8-G3150+AF8-V2+AF8-5162,,,00:90:e8:45:55:4b,,,
Moxa Nport Device,OnCell+AF8-G3150+AF8-V2+AF8-1103,,,00:90:e8:45:55:55,,,
Moxa Nport Device,OnCell+AF8-G3150+AF8-V2+AF8-1476,,,00:90:e8:45:55:5d,,,
Moxa Nport Device,FS+AC0-Terminal+AC0-Server,,,00:90:e8:45:55:ac,,,
Moxa Nport Device,JM+AC0-Terminal+AC0-Server,,,00:90:e8:45:55:c4,,,
Moxa Nport Device,DG3+AC0-Terminal+AC0-Server,,,00:90:e8:45:55:cc,,,
Moxa Nport Device,NE+AC0-4100T+AF8-5256,,,00:90:e8:45:5c:e8,,,
Moxa Nport Device,NE+AC0-4100T+AF8-5257,,,00:90:e8:45:5c:e9,,,
Moxa Nport Device,NE+AC0-4100T+AF8-5370,,,00:90:e8:45:5d:5a,,,
Moxa Nport Device,NP5110+AF8-3513,,,00:90:e8:45:63:e7,,,
Moxa Nport Device,NP5110+AF8-3575,,,00:90:e8:45:64:25,,,
Moxa Nport Device,NP5110+AF8-3594,,,00:90:e8:45:64:38,,,
Moxa Nport Device,NP5110+AF8-5161,,,00:90:e8:45:6a:57,,,
Moxa Nport Device,NP5410+AF8-1314,,,00:90:e8:45:71:e1,,,
Moxa Nport Device,HC4120,,,00:90:e8:45:7c:4c,,,
Moxa Nport Device,HC4120,,,00:90:e8:45:7c:5a,,,
Moxa Nport Device,GreatNeck,,,00:90:e8:45:86:ba,,,
Moxa Nport Device,NP5210A+AF8-4769,,,00:90:e8:45:86:cc,,,
Moxa Nport Device,NP5232+AF8-7413,,,00:90:e8:45:94:2c,,,
Moxa Nport Device,NP5232+AF8-7571,,,00:90:e8:45:94:ca,,,
Moxa Nport Device,NE+AC0-4110S+AF8-8116,,,00:90:e8:45:9b:43,,,
Moxa Nport Device,NE+AC0-4110S+AF8-8282,,,00:90:e8:45:9b:e9,,,
Moxa Nport Device,NE+AC0-4110S+AF8-8282,,,00:90:e8:45:9b:e9,,,
Moxa Nport Device,NP5110A+AF8-8778,,,00:90:e8:45:9f:8e,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7699,,,00:90:e8:45:b3:5a,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7699,,,00:90:e8:45:b4:1d,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7699,,,00:90:e8:45:b4:22,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7699,,,00:90:e8:45:b4:95,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7699,,,00:90:e8:45:b4:a0,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7699,,,00:90:e8:45:b5:12,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7699,,,00:90:e8:45:b5:13,,,
Moxa Nport Device,NE+AC0-4100T+AF8-7699,,,00:90:e8:45:b5:17,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-8687,,,00:90:e8:45:bd:39,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-2414,,,00:90:e8:45:bd:3a,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-2418,,,00:90:e8:45:bd:3e,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-2418,,,00:90:e8:45:bd:3e,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-8133,,,00:90:e8:45:bd:40,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-2427,,,00:90:e8:45:bd:47,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-8687,,,00:90:e8:45:bd:5b,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-8687,,,00:90:e8:45:bd:5f,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-8687,,,00:90:e8:45:bd:61,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-1491,,,00:90:e8:45:bd:68,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-8687,,,00:90:e8:45:bd:6d,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-8687,,,00:90:e8:45:bd:6e,,,
Moxa Nport Device,OnCell+AF8-G3110+AC0-HSPA+AF8-8687,,,00:90:e8:45:bd:73,,,
Moxa Nport Device,HC4120,,,00:90:e8:45:d8:aa,,,
Moxa Nport Device,NP5232I+AF8-6726,,,00:90:e8:45:e5:3b,,,
Moxa Nport Device,NP5110+AF8-3063,,,00:90:e8:45:ec:29,,,
Moxa Nport Device,NP5110+AF8-3269,,,00:90:e8:45:ec:f7,,,
Moxa Nport Device,NP5110+AF8-3278,,,00:90:e8:45:ed:00,,,
Moxa Nport Device,NP5110+AF8-3289,,,00:90:e8:45:ed:0b,,,
Moxa Nport Device,NP5110+AF8-3370,,,00:90:e8:45:ed:5c,,,
Moxa Nport Device,KZN+AC0-MOXA+AC0-MANGO,,,00:90:e8:45:f1:aa,,,
Moxa Nport Device,MG+AC0-MB3270I+AF8-2018,,,00:90:e8:46:2b:10,,,
Moxa Nport Device,OnCell,,,00:90:e8:46:2b:cd,,,
Moxa Nport Device,NP5110+AF8-825,,,00:90:e8:46:69:78,,,
Moxa Nport Device,NP5110+AF8-894,,,00:90:e8:46:69:bd,,,
Moxa Nport Device,NP5110+AF8-1144,,,00:90:e8:46:6a:b7,,,
