Vendor,Product,Product Number,Serial Number,MAC,Software,Exclude
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d3:21,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d3:3e,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d3:5b,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d3:73,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d3:8f,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d3:a4,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d3:a8,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d3:b8,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d4:1d,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d4:49,3+AC0-8+AC0-02 release 25,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d4:52,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d4:5d,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d4:75,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d4:a2,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d4:b9,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d5:05,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d5:0a,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d5:0e,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d5:3d,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d5:3e,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d5:46,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d5:48,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d5:4c,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d5:50,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d5:68,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d5:6a,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d5:6b,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d5:80,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d5:80,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d5:bd,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d5:d7,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d5:df,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d5:e9,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d6:20,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d6:32,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD,RG6X6E,,00:0d:da:0b:d6:34,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:00:27,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:00:4d,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:00:e4,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:01:2b,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:02:4f,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:02:8b,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:02:8b,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:02:de,,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:11:20,3+AC0-7+AC0-03 release 18,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:18:49,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:18:d1,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:21:57,3+AC0-8+AC0-05 release 02,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:21:57,3+AC0-8+AC0-05 release 02,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:22:74,3+AC0-5 release 83+AF8-03+AF8-113,
Allied Telesis Holdings K.K.,iMG616LH,iMG616E,,00:0d:da:0c:27:fa,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG616LH,iMG616E,,00:0d:da:0c:28:11,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG616LH,iMG616E,,00:0d:da:0c:29:81,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:2b:cc,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:2e:99,3+AC0-5 release 83+AF8-03+AF8-103,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:2f:d7,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG616LH,iMG616E,,00:0d:da:0c:34:8d,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:3f:86,3+AC0-7+AC0-04 release 34,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:3f:a1,3+AC0-7+AC0-04 release 34,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:3f:a1,3+AC0-7+AC0-04 release 34,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:42:d5,3+AC0-7+AC0-04 release 34,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:42:ee,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:42:ee,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:42:ee,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:42:ee,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:42:f1,3+AC0-7+AC0-04 release 34,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:42:fd,3+AC0-7+AC0-04 release 34,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:43:02,3+AC0-7+AC0-04 release 34,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:45:40,3+AC0-7+AC0-04 release 34,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:45:40,3+AC0-7+AC0-04 release 34,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:4a:c9,3+AC0-7+AC0-04 release 34,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:4b:1f,3+AC0-5 release 83,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:53:58,3+AC0-7+AC0-04 release 34,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:56:32,3+AC0-7+AC0-04 release 34,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:59:c3,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:59:c3,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:59:da,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG616LH,iMG616E,,00:0d:da:0c:5a:57,3+AC0-7+AC0-04 release 34,
Allied Telesis Holdings K.K.,iMG616LH,iMG616E,,00:0d:da:0c:5a:57,3+AC0-7+AC0-04 release 34,
Allied Telesis Holdings K.K.,iMG616LH,iMG616E,,00:0d:da:0c:5a:d7,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0c:5e:30,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG616SRF,iMG616E,,00:0d:da:0c:5f:dc,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG616SRF,iMG616E,,00:0d:da:0c:60:14,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG616SRF,iMG616E,,00:0d:da:0c:60:32,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG616SRF,iMG616E,,00:0d:da:0c:60:58,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG616SRF,iMG616E,,00:0d:da:0c:63:25,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG616SRF,iMG616E,,00:0d:da:0c:63:36,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG616SRF,iMG616E,,00:0d:da:0c:63:5d,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG616SRF,iMG616E,,00:0d:da:0c:64:6c,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG616SRF,iMG616E,,00:0d:da:0c:64:82,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG616SRF,iMG616E,,00:0d:da:0c:64:87,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG616SRF,iMG616E,,00:0d:da:0c:65:ba,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG616SRF,iMG616E,,00:0d:da:0c:65:bc,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG616SRF,iMG616E,,00:0d:da:0c:66:c6,3+AC0-7+AC0-01 release 26,
Allied Telesis Holdings K.K.,iMG616SRF,iMG616E,,00:0d:da:0c:77:7c,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG616SRF,iMG616E,,00:0d:da:0c:78:73,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG616W,iMG616W+AC0-main,,00:0d:da:0c:87:6b,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:8a:5d,,
Allied Telesis Holdings K.K.,iMG634WB+AC0-R2,iMG634WB+AC0-R2+AC0-main,,00:0d:da:0c:8c:76,,
Allied Telesis Holdings K.K.,iMG634WB+AC0-R2,iMG634WB+AC0-R2+AC0-main,,00:0d:da:0c:8d:4b,,
Allied Telesis Holdings K.K.,iMG634WB+AC0-R2,iMG634WB+AC0-R2+AC0-main,,00:0d:da:0c:8d:83,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:8e:af,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:8f:01,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:8f:27,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:8f:5e,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:8f:5e,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:8f:92,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:8f:92,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:8f:92,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:8f:ff,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:8f:ff,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:90:0d,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:90:16,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:90:16,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:90:4a,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:90:4a,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:90:67,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:90:67,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:90:68,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:90:68,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:90:85,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:90:85,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:90:88,,
Allied Telesis Holdings K.K.,iMG634WA+AC0-R2,iMG634WA+AC0-R2+AC0-main,,00:0d:da:0c:90:88,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:a3:96,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:a3:ce,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:a4:57,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0c:a5:08,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:aa:39,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:aa:76,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:ab:9d,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:ab:de,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:b9:6b,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0c:cd:48,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:de:3f,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:de:ce,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:df:54,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:e1:14,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:e1:62,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:e3:30,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:e3:a3,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:e4:2a,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0c:e4:3a,,
Allied Telesis Holdings K.K.,iMG616W,iMG616W+AC0-main,,00:0d:da:0c:ef:87,,
Allied Telesis Holdings K.K.,iMG616W,iMG616W+AC0-main,,00:0d:da:0c:f4:34,,
Allied Telesis Holdings K.K.,iMG616W,iMG616W+AC0-main,,00:0d:da:0c:f9:6c,,
Allied Telesis Holdings K.K.,iMG616W,iMG616W+AC0-main,,00:0d:da:0c:f9:9c,,
Allied Telesis Holdings K.K.,iMG616W,iMG616W+AC0-main,,00:0d:da:0c:fa:66,,
Allied Telesis Holdings K.K.,iMG616W,iMG616W+AC0-main,,00:0d:da:0c:fa:92,,
Allied Telesis Holdings K.K.,iMG616W,iMG616W+AC0-main,,00:0d:da:0c:fa:e3,,
Allied Telesis Holdings K.K.,iMG616W,iMG616W+AC0-main,,00:0d:da:0c:fa:e3,,
Allied Telesis Holdings K.K.,iMG616W,iMG616W+AC0-main,,00:0d:da:0c:fa:e3,,
Allied Telesis Holdings K.K.,iMG616W,iMG616W+AC0-main,,00:0d:da:0c:fa:f2,,
Allied Telesis Holdings K.K.,iMG616W,iMG616W+AC0-main,,00:0d:da:0c:fb:31,,
Allied Telesis Holdings K.K.,iMG616W,iMG616W+AC0-main,,00:0d:da:0c:fb:32,,
Allied Telesis Holdings K.K.,iMG616W,iMG616W+AC0-main,,00:0d:da:0c:fb:32,,
Allied Telesis Holdings K.K.,iMG616W,iMG616W+AC0-main,,00:0d:da:0c:fb:4f,,
Allied Telesis Holdings K.K.,iMG616W,iMG616W+AC0-main,,00:0d:da:0c:fb:ba,,
Allied Telesis Holdings K.K.,iMG616W,iMG616W+AC0-main,,00:0d:da:0c:fb:e2,,
Allied Telesis Holdings K.K.,iMG616W,iMG616W+AC0-main,,00:0d:da:0c:ff:29,,
Allied Telesis Holdings K.K.,iMG616W,iMG616W+AC0-main,,00:0d:da:0c:ff:29,,
Allied Telesis Holdings K.K.,iMG616W,iMG616W+AC0-main,,00:0d:da:0c:ff:29,,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0d:07:3c,3+AC0-5 release 83+AF8-03+AF8-113,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0d:0a:ab,3+AC0-5 release 83+AF8-03+AF8-51,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0d:0b:00,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0d:0b:00,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0d:0d:22,3+AC0-7+AC0-03 release 18,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0d:0d:8b,3+AC0-5 release 83,
Allied Telesis Holdings K.K.,iMG616BD,iMG616E,,00:0d:da:0d:0f:d2,3+AC0-8 release 105,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:29:27,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:29:48,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0d:3e:83,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0d:3e:d3,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0d:3e:d3,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0d:3e:dd,,
Allied Telesis Holdings K.K.,iMG624A+AC0-R2,iMG624A+AC0-R2+AC0-main,,00:0d:da:0d:3e:dd,,
Allied Telesis Holdings K.K.,iMG726BD+AC0-ON,iMG726+AC0-MAIN,,00:0d:da:0d:50:f4,3+AC0-8+AC0-05 release 04,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0d:82:e5,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0d:83:03,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0d:83:47,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0d:83:7f,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0d:84:25,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0d:84:6d,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0d:84:6e,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0d:85:5f,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0d:85:90,,
Allied Telesis Holdings K.K.,iMG634A+AC0-R2,iMG634A+AC0-R2+AC0-main,,00:0d:da:0d:85:ae,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:8f:76,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:8f:95,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:8f:ad,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:8f:b9,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:8f:bf,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:8f:c9,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:90:0e,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:90:17,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:90:1a,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:90:2a,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:90:5c,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:92:6e,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:92:98,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:92:a3,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:92:bc,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:92:ea,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:92:f4,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:93:18,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:93:18,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:93:47,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:93:6c,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:93:91,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:93:9c,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:93:9c,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:93:9c,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:93:a5,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:93:ad,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:94:73,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:94:78,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:94:81,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:94:b3,,
Allied Telesis Holdings K.K.,iMG606BD+AC0-R2,iMG606BD+AC0-R2+AC0-main,,00:0d:da:0d:94:bf,,
