Vendor,Product,Product Number,Serial Number,MAC,Software,Release Year?,Exclude
Lantronix,UDS1100 Device Server,,,00:20:4A:F8:22:7E,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:F8:23:1D,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:F8:23:23,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:F8:23:3B,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:F8:23:50,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:F8:23:54,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:F8:23:C2,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:F8:24:28,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:F8:24:7C,Software version V6.8.0.2 (120710),,
Lantronix,Demo Server,,,00:20:4A:F8:4C:1F,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:F8:4C:25,Software version V0.0.0.0 (120925) CPK6702+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:F8:4C:E1,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:F8:66:24,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:F8:66:E0,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:F8:6C:F4,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:F8:6D:1D,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:F8:6D:2D,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:F8:6D:31,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:F9:0D:4F,Software version V0.0.0.0 (120925) CPK6702+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:F9:0D:E2,Software version V0.0.0.0 (120925) CPK6702+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:F9:0D:E9,Software version V0.0.0.0 (120925) CPK6702+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:F9:0D:F8,Software version V0.0.0.0 (120925) CPK6702+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:F9:0E:31,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:F9:0E:44,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:F9:0E:48,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:F9:10:FC,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:F9:11:37,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:F9:11:8C,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:F9:12:17,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,Demo Server,,,00:20:4A:F9:29:0D,Software version V1.6.1.0 (110725) CPK6501+AF8-M125,,
Lantronix,CoBox,,,00:20:4A:F9:3C:85,Software version V2.1.0.0 (170519) CPK61100+AF8-M125,,
Lantronix,Universal Device Server,,,00:20:4A:F9:8C:50,Software version V5.9.0.0 (091013) LTX,,
Lantronix,WiBox Device Server,,,00:20:4A:FA:20:FE,Software version V6.8.0.4 (130110),,
Lantronix,Demo Server,,,00:20:4A:FB:24:C8,Software version V3.30.1.0 (150420) CPK6501+AF8-XPTDP,,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:32:1F,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:33:9B,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:36:88,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:3B:3D,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:3C:56,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:3E:78,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:3E:A9,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:3E:AE,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:43:10,Software version V6.8.0.2 (120710),,
Lantronix,UDS2100 Device Server,,,00:20:4A:FB:49:0F,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:4C:2C,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:4D:A8,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:4F:16,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:51:1E,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:51:6C,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:53:A4,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:5A:72,Software version V6.6.0.1 (080808),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:5C:BC,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:5F:F3,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:66:7B,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:66:CF,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:67:02,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:67:1E,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:67:80,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:67:AF,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:68:51,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:68:58,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:69:01,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:69:04,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:6F:5B,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:70:4E,Software version V6.8.0.2 (120710),,
Lantronix,UDS2100 Device Server,,,00:20:4A:FB:70:FB,Software version V6.8.0.2 (120710),,
Lantronix,UDS2100 Device Server,,,00:20:4A:FB:71:35,Software version V6.8.0.2 (120710),,
Lantronix,UDS2100 Device Server,,,00:20:4A:FB:71:93,Software version V6.8.0.2 (120710),,
Lantronix,UDS2100 Device Server,,,00:20:4A:FB:72:12,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:76:CE,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:7F:4E,Software version V6.11.0.0 (150508),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:85:4C,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:86:27,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:86:68,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:87:86,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:8B:D1,Software version V6.8.0.2 (120710),,
Lantronix,+ACoAKgAq- Sielox/Lantronix Network Adaptor,,,00:20:4A:FB:92:D3,Software version V6.1.15.3 (070305) UDS1100,,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:93:4E,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:93:58,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:9B:DE,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:9D:36,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:A1:F4,Software version V6.8.0.2 (120710),,
Lantronix,UDS1100 Device Server,,,00:20:4A:FB:A2:1D,Software version V6.8.0.2 (120710),,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:06:E1,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:07:2D,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:09:2F,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:11:77,Software version V6.9.x.4CB2 (140227) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:11:96,Software version V6.9.x.4CB2 (140227) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:12:09,Software version V6.9.x.4CB2 (140227) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:14:D1,Software version V6.9.x.4CB2 (140227) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:1E:DF,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:1E:E1,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:1E:E7,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:1E:F5,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:1E:F6,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:1E:FB,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:1F:04,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:1F:08,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:1F:0B,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:1F:23,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:1F:33,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:1F:43,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:1F:4A,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:1F:77,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:1F:7A,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:1F:85,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:1F:8F,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:1F:94,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:1F:9A,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:1F:B5,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:1F:FC,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:20:0D,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:20:0E,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:20:14,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:20:3E,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:20:F6,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect PoE Device Server,,,00:80:A3:97:2A:BE,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect PoE Device Server,,,00:80:A3:97:2B:2B,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:31:08,Software version V6.9.x.4CB2 (140227) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:0A,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:18,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:24,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:28,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:33,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:37,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:38,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:48,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:4A,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:4C,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:4E,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:51,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:53,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:55,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:58,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:62,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:84,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:88,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:9A,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:A1,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:A2,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:A6,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:A8,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:AA,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:B1,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:BD,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:BF,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:C0,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:CB,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:CC,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:D3,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:D4,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:D6,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:DB,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:DC,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:DD,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:E2,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:EC,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:ED,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:EE,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:F0,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:F2,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:F7,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:F9,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:FA,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:35:FF,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:36:00,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:36:04,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:36:07,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:36:0C,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:36:0E,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:36:13,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:36:19,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:36:1A,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:36:1D,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:36:1E,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:36:25,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:36:26,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:36:BA,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:36:BC,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:36:BF,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:36:CF,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:36:D9,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:36:DB,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:36:E2,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:36:F8,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:37:11,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:37:12,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:37:1A,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:37:71,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:37:80,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:37:9A,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:37:EE,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:37:F0,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:37:FC,Software version V6.9.0.0 (1on 1.8.2.1,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:37:FE,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:0B,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:10,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:1B,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:1C,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:2D,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:32,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:3B,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:3D,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:41,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:4C,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:56,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:57,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:5F,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:69,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:6D,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:7C,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:7E,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:80,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:85,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:88,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:96,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:A3,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:A5,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:AC,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:B0,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:BA,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:BC,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:C8,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:C9,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:CD,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:CF,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:D6,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:DF,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:E2,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:E6,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:F2,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:F4,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:F5,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:F6,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:F7,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:38:F8,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:39:0B,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:39:0D,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:39:0F,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:39:10,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:39:11,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:39:12,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:39:1B,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:39:1C,Software version V6.9.0.0 (120906) XDIRECT,,
Lantronix,xDirect232 Device Server,,,00:80:A3:97:39:24,Software version V6.9.0.0 (120906) XDIRECT,,
