Vendor,Product,Product Number,Serial Number,MAC,Software,Release Year?,Exclude
Lantronix,NTS,,,00:20:4A:02:98:78,Software version 04.4 (010817),,
Lantronix,Universal Device Server,,,00:20:4A:02:A3:87,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:03:54:AD,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:03:66:BA,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:03:69:81,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:03:69:A5,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:03:74:85,Software version V5.8.0.1 (041013) U200,,
Lantronix,Universal Device Server,,,00:20:4A:03:87:2D,Software version 05.2 (030423) LTXE,,
Lantronix,Universal Device Server,,,00:20:4A:03:90:93,Software version 05.2 (030423) LTXE,,
Lantronix,Universal Device Server,,,00:20:4A:03:92:C3,Software version 05.2 (030423) LTXE,,
Lantronix,Universal Device Server,,,00:20:4A:03:93:2B,Software version 05.2 (030423) LTXE,,
Lantronix,Universal Device Server,,,00:20:4A:03:A8:97,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:03:AC:9A,Software version V5.8.0.1 (041013) U200,,
Lantronix,Universal Device Server,,,00:20:4A:03:C8:00,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:04:22:8D,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:04:46:91,Software version V5.8.0.5 (060724) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:04:6B:8B,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:04:92:98,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:04:B2:75,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:04:B2:83,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:04:B2:A1,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:04:B2:D8,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:04:B2:F3,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:04:B3:04,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:04:B3:39,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:04:B3:54,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:04:B5:CA,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:04:B8:32,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:04:B8:4F,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:04:B8:7B,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:04:C9:BF,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:04:C9:D5,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:04:C9:D8,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:04:C9:F3,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:04:CA:0D,Software version V5.8.0.1 (041112) LTX,,
Lantronix,+ACoAKgAq- Checkpoint/Lantronix Network Adaptor,,,00:20:4A:04:D8:21,Software version V5.8.15.5RC1 (060830) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:04:DC:DB,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:04:DD:50,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:04:E6:92,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:04:E9:AC,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:04:E9:D1,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:04:E9:D5,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:05:0A:4D,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:05:33:39,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:05:33:54,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:05:33:6F,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:05:33:D4,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:05:4D:90,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:05:4D:DF,Software version V5.8.0.5 (060724) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:05:5B:70,Software version V5.8.0.5 (060724) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:05:62:AE,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:05:68:4A,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:05:75:0B,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:05:75:6D,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:05:7F:24,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:05:86:F0,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:05:93:74,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:05:B7:64,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:05:D9:BE,Software version V5.8.0.1 (041112) LTX,,
Lantronix,+ACoAKgAq- Checkpoint/Lantronix Network Adaptor,,,00:20:4A:05:EF:6A,Software version 04.5 (011219),,
Lantronix,Universal Device Server,,,00:20:4A:06:6E:8C,Software version V5.8.0.7 (061010) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:06:93:7E,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:06:93:84,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:06:93:8A,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:06:93:8E,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:06:94:30,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:06:97:1F,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:07:50:20,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:08:2D:A1,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:08:3D:DF,Software version V5.8.0.5 (060724) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:08:52:FD,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:08:62:1C,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:08:63:5E,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:08:64:6C,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:08:74:AB,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:08:7C:9F,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:08:84:1C,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:08:89:62,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:08:90:5D,Software Version V04.2 (000908),,
Lantronix,Universal Device Server,,,00:20:4A:08:92:D1,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:08:BE:2D,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:08:E2:12,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:08:E7:0C,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:09:55:88,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:0B:12:64,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:0B:14:95,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:0B:1B:34,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:0B:28:52,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:0B:2E:6F,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:0B:35:96,Software Version V04.2 (000908),,
Lantronix,Universal Device Server,,,00:20:4A:0B:73:96,Software version V5.8.0.1 (041112) LTX,,
Lantronix,UDS2100 Device Server,,,00:20:4A:0B:74:02,Software version V6.7.0.3 (110711),,
Lantronix,UDS2100 Device Server,,,00:20:4A:0B:7A:B4,Software version V6.7.0.3 (110711),,
Lantronix,Universal Device Server,,,00:20:4A:0B:8A:04,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:0B:8F:EB,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:0B:90:85,Software Version V04.2 (000908),,
Lantronix,Universal Device Server,,,00:20:4A:0B:B8:D2,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:0B:C0:BC,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:0B:EA:B6,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:11:CF:B0,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:11:D2:FC,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:11:DC:42,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:11:DE:4C,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:12:51:55,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:12:69:96,Software version 05.2 (030423) LTXE,,
Lantronix,Universal Device Server,,,00:20:4A:12:69:FC,Software version 05.2 (030423) LTXE,,
Lantronix,Universal Device Server,,,00:20:4A:12:6F:D2,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:01:8F,Software version V5.8.8.4 (060428) LTXE,,
Lantronix,Universal Device Server,,,00:20:4A:13:01:B7,Software version V5.8.8.4 (060428) LTXE,,
Lantronix,Universal Device Server,,,00:20:4A:13:01:C6,Software version 04.5 (011025),,
Lantronix,CoBox,,,00:20:4A:13:3E:EB,Software version V05.0 (080215),,
Lantronix,Universal Device Server,,,00:20:4A:13:64:84,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:64:89,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:64:92,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:68:7D,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:68:9D,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:6F:1E,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:72:F7,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:72:F9,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:76:52,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:79:C3,Software version 05.2 (030423) LTXE,,
Lantronix,Universal Device Server,,,00:20:4A:13:7D:D2,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:8C:B5,Software version 05.2 (030423) LTXE,,
Lantronix,Universal Device Server,,,00:20:4A:13:92:CB,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:92:ED,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:93:DC,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:93:FA,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:94:0A,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:94:43,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:94:59,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:95:90,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:95:98,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:95:99,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:95:9E,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:95:9F,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:95:A0,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:95:AB,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:95:AD,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:95:B7,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:95:B9,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:95:BB,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:95:BC,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:95:BF,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:95:CA,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:95:D0,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:95:E1,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:95:E2,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:95:E6,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:95:F0,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:95:FA,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:96:08,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:96:09,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:96:0A,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:96:C6,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:97:11,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:97:13,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:97:16,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:97:1C,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:A3:5A,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:B9:62,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:BA:3B,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:BA:43,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:BB:DC,Software version 05.2 (030423) LTXE,,
Lantronix,Universal Device Server,,,00:20:4A:13:BD:91,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:E1:12,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:13:FE:88,Software version 05.2 (030423) LTXE,,
Lantronix,Universal Device Server,,,00:20:4A:21:65:A0,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:21:65:B3,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:21:65:D6,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:21:6A:44,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:21:6A:6F,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:21:6A:95,Software version V5.8.0.1 (041102),,
Lantronix,Universal Device Server,,,00:20:4A:21:6B:18,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:21:6B:2B,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:21:6B:32,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:21:6B:64,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:21:6B:73,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:21:6B:A2,Software version V5.8.0.1 (041102),,
Lantronix,Universal Device Server,,,00:20:4A:21:6B:A3,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:21:76:43,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:22:7A:93,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:22:87:0B,Software version 05.2 (030423) LTXE,,
Lantronix,Universal Device Server,,,00:20:4A:22:89:4F,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:22:91:5F,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:22:A2:FF,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:22:A4:BB,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:22:A4:F3,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:22:A6:67,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:22:B0:CD,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:22:B1:19,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:22:B1:30,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:22:B1:38,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:22:B1:51,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:22:B1:5B,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:22:B1:98,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:22:B7:8C,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:23:08:18,Software version V5.8.0.1 (041013) U200,,
Lantronix,Universal Device Server,,,00:20:4A:23:0A:06,Software version V5.8.0.7 (061010) U200,,
Lantronix,Universal Device Server,,,00:20:4A:24:86:87,Software version V5.8.0.5 (060724) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:24:89:C1,Software Version V04.2 (000908),,
Lantronix,Universal Device Server,,,00:20:4A:24:91:56,Software version V5.8.0.5 (060724) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:24:C1:90,Software version 04.5 (011025),,
Lantronix,Universal Device Server,,,00:20:4A:24:C1:F7,Software version 04.4 (010322),,
Lantronix,Universal Device Server,,,00:20:4A:32:BD:F5,Software version 05.2 (030423) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:34:45:B4,Software version 04.5 (011025),,
Lantronix,Universal Device Server,,,00:20:4A:34:52:13,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:51:98:B0,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:52:83:80,Software version V5.8.0.1 (041013) U200,,
Lantronix,Universal Device Server,,,00:20:4A:52:A1:EB,Software version V5.8.0.7 (061010) U200,,
Lantronix,Universal Device Server,,,00:20:4A:52:A7:E5,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:52:F8:2B,Software version 05.2 (030423) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:53:C3:D2,Software version V5.8.8.4 (060428) LTXE,,
Lantronix,Universal Device Server,,,00:20:4A:53:CB:4E,Software version V5.8.8.4 (060428) LTXE,,
Lantronix,Universal Device Server,,,00:20:4A:54:49:2C,Software version V5.8.0.5 (060724) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:54:4A:5A,Software Version V04.2 (000908),,
Lantronix,+ACoAKgAq- Checkpoint/Lantronix Network Adaptor,,,00:20:4A:61:E3:85,Software version 04.5 (011219),,
Lantronix,+ACoAKgAq- Checkpoint/Lantronix Network Adaptor,,,00:20:4A:61:E3:9F,Software version 04.5 (011219),,
Lantronix,Universal Device Server,,,00:20:4A:61:E7:CA,Software version V5.8.0.5 (060724) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:61:F3:70,Software version V5.8.0.5 (060724) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:63:45:E6,Software version 05.2 (030423) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:63:46:A7,Software version 05.2 (030423) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:63:69:4E,Software version 05.2 (030423) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:63:A5:4F,Software version V5.8.0.1 (041013) U200,,
Lantronix,Universal Device Server,,,00:20:4A:64:18:C4,Software Version V04.2 (000908),,
Lantronix,Universal Device Server,,,00:20:4A:64:1A:B2,Software Version V04.2 (000908),,
Lantronix,Universal Device Server,,,00:20:4A:64:58:2B,Software Version V04.2 (000908),,
Lantronix,Universal Device Server,,,00:20:4A:64:9D:2F,Software version 04.5 (011025),,
Lantronix,+ACoAKgAq- Checkpoint/Lantronix Network Adaptor,,,00:20:4A:64:B4:91,Software version 04.5 (011219),,
Lantronix,+ACoAKgAq- Checkpoint/Lantronix Network Adaptor,,,00:20:4A:64:B4:BA,Software version V5.8.15.5RC1 (060830) LTX,,
Lantronix,+ACoAKgAq- Checkpoint/Lantronix Network Adaptor,,,00:20:4A:64:B4:BF,Software version 04.5 (011219),,
Lantronix,Universal Device Server,,,00:20:4A:64:B8:97,Software version 04.5 (011025),,
Lantronix,Universal Device Server,,,00:20:4A:64:B8:D1,Software version 04.5 (011025),,
Lantronix,+ACoAKgAq- Checkpoint/Lantronix Network Adaptor,,,00:20:4A:64:C1:B9,Software version V5.8.15.5RC1 (060830) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:64:CA:73,Software version 05.2 (030423) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:64:DF:03,Software version 04.5 (011025),,
Lantronix,Universal Device Server,,,00:20:4A:64:DF:D8,Software version 04.5 (011025),,
Lantronix,Universal Device Server,,,00:20:4A:64:E9:AB,Software version 04.5 (011025),,
Lantronix,Universal Device Server,,,00:20:4A:64:FA:6F,Software version 04.5 (011025),,
Lantronix,Universal Device Server,,,00:20:4A:66:3D:4C,Software version 04.5 (011025),,
Lantronix,Universal Device Server,,,00:20:4A:66:45:04,Software version V5.8.0.5 (060724) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:66:45:07,Software version V5.8.0.5 (060724) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:66:45:2E,Software version V5.8.0.5 (060724) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:66:72:40,Software version V5.8.0.5 (060724) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:66:88:DC,Software version 04.5 (011025),,
Lantronix,Universal Device Server,,,00:20:4A:66:B0:D1,Software version 05.2 (030423) LTX,,
Lantronix,+ACoAKgAq- Checkpoint/Lantronix Network Adaptor,,,00:20:4A:66:BD:77,Software version 04.5 (011219),,
Lantronix,Universal Device Server,,,00:20:4A:66:CB:B2,Software version V5.8.0.5 (060724) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:67:03:44,Software version 05.2 (030423) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:67:12:F4,Software version 04.5 (011025),,
Lantronix,Universal Device Server,,,00:20:4A:67:29:28,Software version 05.2 (030423) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:67:37:06,Software version V5.8.0.5 (060724) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:67:3C:ED,Software version 05.2 (030423) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:67:59:54,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:67:63:F4,Software version V5.8.0.1 (041112) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:67:86:94,Software version 05.2 (030423) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:67:99:5A,Software version 05.2 (030423) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:67:F1:4F,Software version 05.2 (030423) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:67:FF:EA,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:68:21:C7,Software version 04.5 (011025),,
Lantronix,Universal Device Server,,,00:20:4A:68:2A:00,Software version V5.8.0.5 (060724) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:68:2C:5A,Software version V5.8.0.5 (060724) LTX,,
Lantronix,Universal Device Server,,,00:20:4A:68:32:F8,Software version V05.0 (020226),,
Lantronix,Universal Device Server,,,00:20:4A:68:39:1E,Software version 04.5 (011025),,
Lantronix,Universal Device Server,,,00:20:4A:68:3D:F4,Software version V5.8.0.1 (041102) DLX,,
Lantronix,Universal Device Server,,,00:20:4A:68:4B:65,Software version V05.0 (020226),,
Lantronix,+ACoAKgAq- Checkpoint/Lantronix Network Adaptor,,,00:20:4A:68:63:3F,Software version 04.5 (011219),,
Lantronix,Universal Device Server,,,00:20:4A:68:77:17,Software version 04.5 (011025),,
Lantronix,Universal Device Server,,,00:20:4A:68:8D:A1,Software version V05.0 (020226),,
Lantronix,Universal Device Server,,,00:20:4A:68:93:98,Software version V05.0 (020226),,
Lantronix,Universal Device Server,,,00:20:4A:68:97:AA,Software version V05.0 (020226),,
Lantronix,Universal Device Server,,,00:20:4A:68:A4:B4,Software version V01.0 (010604),,
