Vendor,Product,Product Number,MAC,Software,Release Year?,Exclude
Moxa,NP5110,,00:90:e8:17:a7:f6,,,
Moxa,NP5110,,00:90:e8:17:a7:fd,,,
Moxa,NP5110,,00:90:e8:17:a8:2c,,,
Moxa,NP5110,,00:90:e8:17:a8:c4,,,
Moxa,NP5110,,00:90:e8:17:a8:c6,,,
Moxa,NP5110,,00:90:e8:17:a8:d0,,,
Moxa,NP5110,,00:90:e8:17:a8:d2,,,
Moxa,NP5110,,00:90:e8:17:a9:24,,,
Moxa,NP5110,,00:90:e8:17:a9:2d,,,
Moxa,NP5110,,00:90:e8:17:a9:3a,,,
Moxa,NP5110,,00:90:e8:17:a9:40,,,
Moxa,NP5110,,00:90:e8:17:a9:fb,,,
Moxa,NP5110,,00:90:e8:17:aa:33,,,
Moxa,NP5110,,00:90:e8:17:ab:88,,,
Moxa,NP5110,,00:90:e8:17:ab:8f,,,
Moxa,NP5110,,00:90:e8:17:ab:94,,,
Moxa,NP5110,,00:90:e8:17:ab:a7,,,
Moxa,NP5110,,00:90:e8:17:ab:e2,,,
Moxa,NP5110,,00:90:e8:17:ab:e2,,,
Moxa,NP5110,,00:90:e8:17:af:59,,,
Moxa,NP5110,,00:90:e8:17:af:78,,,
Moxa,NP5110,,00:90:e8:17:af:a0,,,
Moxa,NP5150,,00:90:e8:17:c3:1b,,,
Moxa,NP5210,,00:90:e8:17:c5:ff,,,
Moxa,NP5232,,00:90:e8:17:cd:07,,,
Moxa,NP5232,,00:90:e8:17:cd:6d,,,
Moxa,NP5150,,00:90:e8:17:e3:7c,,,
Moxa,NP5150,,00:90:e8:17:e3:7f,,,
Moxa,NE4100T,,00:90:e8:17:f1:7f,,,
Moxa,NE4100T,,00:90:e8:17:f1:a7,,,
Moxa,NP5230,,00:90:e8:17:f5:0b,,,
Moxa,NP5232,,00:90:e8:17:f7:c6,,,
Moxa,NP5232,,00:90:e8:17:f7:dd,,,
Moxa,NE4110S,,00:90:e8:18:01:3a,,,
Moxa,NP5110,,00:90:e8:18:11:a3,,,
Moxa,NP5110,,00:90:e8:18:13:3d,,,
Moxa,NP5110,,00:90:e8:18:14:01,,,
Moxa,NP5110,,00:90:e8:18:19:a2,,,
Moxa,NP5110,,00:90:e8:18:1a:6a,,,
Moxa,NP5130,,00:90:e8:18:1e:53,,,
Moxa,NP5230,,00:90:e8:18:2c:4c,,,
Moxa,NP5230,,00:90:e8:18:2c:77,,,
Moxa,NP5230,,00:90:e8:18:2c:84,,,
Moxa,NP5230,,00:90:e8:18:57:14,,,
Moxa,NP5230,,00:90:e8:18:57:4a,,,
Moxa,NP5230,,00:90:e8:18:57:4f,,,
Moxa,NP5230,,00:90:e8:18:57:69,,,
Moxa,NP5230,,00:90:e8:18:57:98,,,
Moxa,NP5230,,00:90:e8:18:57:9f,,,
Moxa,NP5230,,00:90:e8:18:57:ab,,,
Moxa,NP5230,,00:90:e8:18:57:d5,,,
Moxa,NP5230,,00:90:e8:18:58:bb,,,
Moxa,NE4100T,,00:90:e8:18:5d:57,,,
Moxa,NE4100T,,00:90:e8:18:5d:e3,,,
Moxa,NE4110,,00:90:e8:18:5f:2f,,,
Moxa,NE4110,,00:90:e8:18:5f:4c,,,
Moxa,NP5110,,00:90:e8:18:63:59,,,
Moxa,NP5110,,00:90:e8:18:65:00,,,
Moxa,NP5610,,00:90:e8:18:78:65,,,
Moxa,NE4100T,,00:90:e8:18:83:ae,,,
Moxa,NE4100T,,00:90:e8:18:84:ec,,,
Moxa,NP5130,,00:90:e8:18:88:a4,,,
Moxa,NP5110,,00:90:e8:18:94:e5,,,
Moxa,NP5110,,00:90:e8:18:96:c9,,,
Moxa,NP5450,,00:90:e8:18:9b:e3,,,
Moxa,NE4110S,,00:90:e8:18:a7:26,,,
Moxa,NP6610,,00:90:e8:18:b1:70,,,
Moxa,NP5110,,00:90:e8:18:d5:bb,,,
Moxa,NP5110,,00:90:e8:18:d5:ca,,,
Moxa,NP5210,,00:90:e8:18:dd:35,,,
Moxa,NE4100T,,00:90:e8:18:e1:3f,,,
Moxa,NE4100T,,00:90:e8:18:e1:4d,,,
Moxa,NE4100T,,00:90:e8:18:e1:a1,,,
Moxa,NE4100T,,00:90:e8:18:e2:c2,,,
Moxa,NE4100T,,00:90:e8:18:e2:ca,,,
Moxa,NE4100T,,00:90:e8:18:e3:21,,,
Moxa,NE4100T,,00:90:e8:18:e4:0a,,,
Moxa,NE4100T,,00:90:e8:18:e4:0c,,,
Moxa,NE4100T,,00:90:e8:18:e4:6b,,,
Moxa,NE4100T,,00:90:e8:18:e4:f0,,,
Moxa,NP5650,,00:90:e8:18:ea:c0,,,
Moxa,G3110,,00:90:e8:18:f2:27,,,
Moxa,5004,,00:90:e8:19:01:f7,,,
Moxa,5004,,00:90:e8:19:01:f8,,,
Moxa,E2210,,00:90:e8:19:2b:46,,,
Moxa,NP5210,,00:90:e8:19:2d:22,,,
Moxa,NP5210,,00:90:e8:19:2d:23,,,
Moxa,NP5210,,00:90:e8:19:2d:74,,,
Moxa,NP5150,,00:90:e8:19:36:85,,,
Moxa,NP5110,,00:90:e8:19:39:e4,,,
Moxa,NP5110,,00:90:e8:19:3a:3e,,,
Moxa,NP5110,,00:90:e8:19:3a:52,,,
Moxa,NP5110,,00:90:e8:19:3d:79,,,
Moxa,NP5110,,00:90:e8:19:3d:d7,,,
Moxa,NP5110,,00:90:e8:19:3d:db,,,
Moxa,NP5110,,00:90:e8:19:3d:e7,,,
Moxa,NP5110,,00:90:e8:19:3d:eb,,,
Moxa,NP5110,,00:90:e8:19:3e:8a,,,
Moxa,NP5110,,00:90:e8:19:3e:90,,,
Moxa,NP5110,,00:90:e8:19:3e:94,,,
Moxa,NP5110,,00:90:e8:19:3e:a3,,,
Moxa,NP5110,,00:90:e8:19:3e:c0,,,
Moxa,NE4100T,,00:90:e8:19:4a:88,,,
Moxa,NE4100T,,00:90:e8:19:4a:9c,,,
Moxa,NE4100T,,00:90:e8:19:4a:a2,,,
Moxa,NE4100T,,00:90:e8:19:4a:a6,,,
Moxa,NE4100T,,00:90:e8:19:4a:ac,,,
Moxa,NE4100T,,00:90:e8:19:4a:b5,,,
Moxa,NE4100T,,00:90:e8:19:4a:b8,,,
Moxa,NE4100T,,00:90:e8:19:4a:e3,,,
Moxa,NE4100T,,00:90:e8:19:4a:e4,,,
Moxa,NE4100T,,00:90:e8:19:4a:e5,,,
Moxa,NE4100T,,00:90:e8:19:4a:e9,,,
Moxa,NE4100T,,00:90:e8:19:4a:eb,,,
Moxa,NE4100T,,00:90:e8:19:4a:ec,,,
Moxa,NE4100T,,00:90:e8:19:4a:ee,,,
Moxa,NE4100T,,00:90:e8:19:4a:f3,,,
Moxa,NE4100T,,00:90:e8:19:4c:84,,,
Moxa,NP5110,,00:90:e8:19:51:b2,,,
Moxa,NP5110,,00:90:e8:19:57:db,,,
Moxa,NP5232,,00:90:e8:19:64:49,,,
Moxa,NP5232,,00:90:e8:19:64:93,,,
Moxa,NP5232,,00:90:e8:19:64:a4,,,
Moxa,NP5232,,00:90:e8:19:64:ba,,,
Moxa,NP5232,,00:90:e8:19:64:f4,,,
Moxa,NP5230,,00:90:e8:19:72:91,,,
Moxa,NP5210,,00:90:e8:19:91:8f,,,
Moxa,NP5210,,00:90:e8:19:92:ed,,,
Moxa,NP5110,,00:90:e8:19:a9:67,,,
Moxa,NP5110,,00:90:e8:19:ad:3f,,,
Moxa,NP5110,,00:90:e8:19:ad:8c,,,
Moxa,NE4110S,,00:90:e8:19:b4:01,,,
Moxa,5004,,00:90:e8:19:b9:f5,,,
Moxa,NP5230,,00:90:e8:19:c5:43,,,
Moxa,G3150,,00:90:e8:19:c9:41,,,
Moxa,NP5210,,00:90:e8:19:e8:00,,,
Moxa,NP5150,,00:90:e8:1a:00:fc,,,
Moxa,NP5150,,00:90:e8:1a:01:cf,,,
Moxa,NP5150,,00:90:e8:1a:0c:9b,,,
Moxa,NP5232,,00:90:e8:1a:12:37,,,
Moxa,NP5232,,00:90:e8:1a:12:42,,,
Moxa,NP5110,,00:90:e8:1a:14:cb,,,
Moxa,NP5450,,00:90:e8:1a:23:da,,,
Moxa,NP5210,,00:90:e8:1a:49:d2,,,
Moxa,NE4100T,,00:90:e8:1a:49:dd,,,
Moxa,NE4100T,,00:90:e8:1a:4a:5a,,,
Moxa,NE4100T,,00:90:e8:1a:4a:5b,,,
Moxa,NE4100T,,00:90:e8:1a:4a:8f,,,
Moxa,NE4100T,,00:90:e8:1a:4a:f9,,,
Moxa,NE4100T,,00:90:e8:1a:4a:fe,,,
Moxa,NE4100T,,00:90:e8:1a:4b:0f,,,
Moxa,NE4100T,,00:90:e8:1a:4b:13,,,
Moxa,NE4100T,,00:90:e8:1a:4b:af,,,
Moxa,NE4100T,,00:90:e8:1a:4b:b1,,,
Moxa,NE4100T,,00:90:e8:1a:4b:b8,,,
Moxa,NE4100T,,00:90:e8:1a:4b:c5,,,
Moxa,NE4100T,,00:90:e8:1a:4b:c6,,,
Moxa,NE4100T,,00:90:e8:1a:4b:cd,,,
Moxa,NE4100T,,00:90:e8:1a:4b:ce,,,
Moxa,NE4100T,,00:90:e8:1a:4b:cf,,,
Moxa,G3110,,00:90:e8:1a:58:0e,,,
Moxa,NE4120,,00:90:e8:1a:6a:76,,,
Moxa,MiiNePort+AC0-E1,,00:90:e8:1a:6c:d9,,,
Moxa,NP5110,,00:90:e8:1a:73:3b,,,
Moxa,NP5110,,00:90:e8:1a:75:8b,,,
Moxa,NP5110,,00:90:e8:1a:76:69,,,
Moxa,NP5410,,00:90:e8:1a:91:78,,,
Moxa,NP5410,,00:90:e8:1a:91:b8,,,
Moxa,G3111,,00:90:e8:1a:98:78,,,
Moxa,G3151,,00:90:e8:1a:98:ab,,,
Moxa,NP5210,,00:90:e8:1a:a2:c4,,,
Moxa,NP5130,,00:90:e8:1a:ab:0b,,,
Moxa,NP5130,,00:90:e8:1a:ab:56,,,
Moxa,NP5130,,00:90:e8:1a:ad:20,,,
Moxa,NP5232,,00:90:e8:1a:b2:f5,,,
Moxa,NE4100T,,00:90:e8:1a:c0:09,,,
Moxa,NE4100T,,00:90:e8:1a:c0:3f,,,
Moxa,NE4100T,,00:90:e8:1a:c0:85,,,
Moxa,NE4100T,,00:90:e8:1a:c0:91,,,
Moxa,NE4100T,,00:90:e8:1a:c1:2d,,,
Moxa,NE4100T,,00:90:e8:1a:c1:2d,,,
Moxa,NE4100T,,00:90:e8:1a:c1:2d,,,
Moxa,NE4100T,,00:90:e8:1a:c1:2d,,,
Moxa,NE4100T,,00:90:e8:1a:c1:2d,,,
Moxa,NE4100T,,00:90:e8:1a:c1:2d,,,
Moxa,NE4100T,,00:90:e8:1a:c1:31,,,
Moxa,NE4100T,,00:90:e8:1a:c1:3a,,,
Moxa,NE4100T,,00:90:e8:1a:c1:3f,,,
Moxa,NE4100T,,00:90:e8:1a:c1:4c,,,
Moxa,NE4100T,,00:90:e8:1a:c1:4d,,,
Moxa,NE4100T,,00:90:e8:1a:c1:6f,,,
Moxa,NE4100T,,00:90:e8:1a:c1:ba,,,
Moxa,NE4100T,,00:90:e8:1a:c1:c1,,,
Moxa,NE4100T,,00:90:e8:1a:c1:c9,,,
Moxa,NE4100T,,00:90:e8:1a:c3:75,,,
Moxa,NP5110,,00:90:e8:1a:c7:e3,,,
Moxa,NP5110,,00:90:e8:1a:c9:55,,,
Moxa,NP5110,,00:90:e8:1a:cb:e2,,,
Moxa,NP5110,,00:90:e8:1a:d8:f9,,,
Moxa,NP5110,,00:90:e8:1a:d9:ac,,,
Moxa,NP5110,,00:90:e8:1a:d9:c7,,,
Moxa,NP5110,,00:90:e8:1a:da:04,,,
Moxa,NP5110,,00:90:e8:1a:da:62,,,
Moxa,NP5110,,00:90:e8:1a:da:6a,,,
Moxa,NP5110,,00:90:e8:1a:da:e7,,,
Moxa,NP5110,,00:90:e8:1a:db:1d,,,
Moxa,NP5110,,00:90:e8:1a:db:2b,,,
Moxa,NP5110,,00:90:e8:1a:db:34,,,
Moxa,NP5110,,00:90:e8:1a:db:7d,,,
Moxa,NP5110,,00:90:e8:1a:dc:11,,,
Moxa,G3150,,00:90:e8:1a:de:1c,,,
Moxa,W5312,,00:90:e8:1a:de:72,,,
Moxa,NP5130,,00:90:e8:1a:fe:40,,,
Moxa,NP5130,,00:90:e8:1a:ff:5a,,,
Moxa,NP5130,,00:90:e8:1b:01:12,,,
Moxa,NP5110,,00:90:e8:1b:02:50,,,
Moxa,NP5110,,00:90:e8:1b:04:19,,,
Moxa,NP5110,,00:90:e8:1b:04:25,,,
Moxa,NP5110,,00:90:e8:1b:05:19,,,
Moxa,NP5110,,00:90:e8:1b:05:3c,,,
Moxa,NP5110,,00:90:e8:1b:05:8a,,,
Moxa,NP5110,,00:90:e8:1b:05:fb,,,
Moxa,NP5110,,00:90:e8:1b:06:00,,,
Moxa,NP5110,,00:90:e8:1b:06:28,,,
Moxa,NP5210,,00:90:e8:1b:09:cf,,,
Moxa,MB3180,,00:90:e8:1b:0d:be,,,
Moxa,NE4100T,,00:90:e8:1b:20:a7,,,
Moxa,NE4100T,,00:90:e8:1b:20:aa,,,
Moxa,NP5410,,00:90:e8:1b:2e:3d,,,
Moxa,NE4100T,,00:90:e8:1b:4d:26,,,
Moxa,NE4100T,,00:90:e8:1b:4d:74,,,
Moxa,NP5110,,00:90:e8:1b:5d:55,,,
Moxa,NP5110,,00:90:e8:1b:5d:e1,,,
Moxa,NP5110,,00:90:e8:1b:5e:4b,,,
Moxa,NP5110,,00:90:e8:1b:5e:5b,,,
Moxa,NP5110,,00:90:e8:1b:5e:64,,,
Moxa,NP5110,,00:90:e8:1b:5e:6b,,,
Moxa,NP5110,,00:90:e8:1b:5e:82,,,
Moxa,NP5110,,00:90:e8:1b:5e:ac,,,
Moxa,NP5110,,00:90:e8:1b:5f:20,,,
Moxa,NP5110,,00:90:e8:1b:5f:61,,,
Moxa,NP5110,,00:90:e8:1b:60:85,,,
Moxa,NP5110,,00:90:e8:1b:60:87,,,
Moxa,NP5110,,00:90:e8:1b:60:96,,,
Moxa,NP5110,,00:90:e8:1b:61:9d,,,
Moxa,NP5110,,00:90:e8:1b:61:cd,,,
Moxa,NP5110,,00:90:e8:1b:62:c3,,,
Moxa,NP5110,,00:90:e8:1b:86:3f,,,
Moxa,NP5110,,00:90:e8:1b:8a:12,,,
Moxa,NE4110,,00:90:e8:1b:a4:4f,,,
Moxa,NE4110,,00:90:e8:1b:a6:c4,,,
Moxa,NE4110,,00:90:e8:1b:a6:d7,,,
Moxa,NP5610,,00:90:e8:1b:ab:de,,,
Moxa,NP5110,,00:90:e8:1b:c3:2c,,,
Moxa,NP5110,,00:90:e8:1b:c4:8d,,,
Moxa,NP5110,,00:90:e8:1b:c5:c6,,,
Moxa,NP5110,,00:90:e8:1b:c7:9f,,,
Moxa,G3150,,00:90:e8:1b:dc:a3,,,
Moxa,G3150,,00:90:e8:1b:dc:d7,,,
Moxa,NE4110S,,00:90:e8:1b:fb:40,,,
Moxa,NE4110S,,00:90:e8:1b:fb:d2,,,
Moxa,NE4110S,,00:90:e8:1b:fd:04,,,
Moxa,NP5610,,00:90:e8:1c:05:2a,,,
Moxa,NP5210,,00:90:e8:1c:06:fa,,,
Moxa,NP5210,,00:90:e8:1c:07:14,,,
Moxa,NP5210,,00:90:e8:1c:07:5b,,,
Moxa,NP5210,,00:90:e8:1c:07:93,,,
Moxa,NP5210,,00:90:e8:1c:07:b0,,,
Moxa,MB3270,,00:90:e8:1c:14:ef,,,
Moxa,NP5410,,00:90:e8:1c:17:f8,,,
Moxa,NP6450,,00:90:e8:1c:27:98,,,
Moxa,NE4100T,,00:90:e8:1c:29:51,,,
Moxa,NP5110,,00:90:e8:1c:37:3d,,,
Moxa,NP5110,,00:90:e8:1c:3c:44,,,
Moxa,5104,,00:90:e8:1c:43:1d,,,
Moxa,NP5210,,00:90:e8:1c:55:58,,,
Moxa,NP5210,,00:90:e8:1c:56:73,,,
Moxa,NP5210,,00:90:e8:1c:56:b3,,,
Moxa,NP5232,,00:90:e8:1c:59:88,,,
Moxa,NP5150,,00:90:e8:1c:5d:cd,,,
Moxa,NP5130,,00:90:e8:1c:75:4a,,,
Moxa,NP5110,,00:90:e8:1c:7b:78,,,
Moxa,NP5110,,00:90:e8:1c:7b:94,,,
Moxa,NP5110,,00:90:e8:1c:7b:b9,,,
Moxa,NP5110,,00:90:e8:1c:7c:6a,,,
Moxa,NP5110,,00:90:e8:1c:7c:ba,,,
Moxa,NP5110,,00:90:e8:1c:7c:da,,,
Moxa,NP5110,,00:90:e8:1c:81:f0,,,
Moxa,NP5210,,00:90:e8:1c:88:ee,,,
Moxa,NP5210,,00:90:e8:1c:89:81,,,
Moxa,NP5210,,00:90:e8:1c:89:93,,,
Moxa,NP5210,,00:90:e8:1c:89:9a,,,
Moxa,NP5210,,00:90:e8:1c:8b:61,,,
Moxa,MB3270,,00:90:e8:1c:8d:2d,,,
Moxa,MB3270,,00:90:e8:1c:8d:44,,,
Moxa,MB3270,,00:90:e8:1c:8d:4c,,,
Moxa,MB3270,,00:90:e8:1c:8d:4d,,,
Moxa,MB3270,,00:90:e8:1c:8d:50,,,
Moxa,MB3270,,00:90:e8:1c:8d:5b,,,
Moxa,MB3270,,00:90:e8:1c:8d:5d,,,
Moxa,MB3270,,00:90:e8:1c:8d:68,,,
Moxa,MB3270,,00:90:e8:1c:8d:74,,,
Moxa,NP5450,,00:90:e8:1c:8f:2c,,,
Moxa,NE4100T,,00:90:e8:1c:a4:a1,,,
Moxa,NE4100T,,00:90:e8:1c:a4:a6,,,
Moxa,NE4100T,,00:90:e8:1c:a4:ba,,,
Moxa,NE4100T,,00:90:e8:1c:a6:5c,,,
Moxa,NE4110S,,00:90:e8:1c:ad:9d,,,
Moxa,NE4110S,,00:90:e8:1c:ad:a5,,,
Moxa,NE4110S,,00:90:e8:1c:ad:a8,,,
Moxa,NE4110S,,00:90:e8:1c:ad:b6,,,
Moxa,NP5210,,00:90:e8:1c:b0:fa,,,
Moxa,NP5210,,00:90:e8:1c:b2:6c,,,
Moxa,NP5110,,00:90:e8:1c:ba:6a,,,
Moxa,NP5110,,00:90:e8:1c:be:cb,,,
Moxa,NP5110,,00:90:e8:1c:be:d2,,,
Moxa,NP5110,,00:90:e8:1c:be:df,,,
Moxa,NP5110,,00:90:e8:1c:be:e2,,,
Moxa,NP5110,,00:90:e8:1c:bf:00,,,
Moxa,NP5110,,00:90:e8:1c:bf:0d,,,
Moxa,NP5110,,00:90:e8:1c:bf:1b,,,
Moxa,NP5110,,00:90:e8:1c:c1:68,,,
Moxa,G3110,,00:90:e8:1c:d4:8f,,,
Moxa,G3110,,00:90:e8:1c:d4:8f,,,
Moxa,G3110,,00:90:e8:1c:d4:8f,,,
Moxa,G3110,,00:90:e8:1c:d4:97,,,
Moxa,G3110,,00:90:e8:1c:d4:97,,,
Moxa,G3110,,00:90:e8:1c:d4:c1,,,
Moxa,G3110,,00:90:e8:1c:d4:c1,,,
Moxa,G3110,,00:90:e8:1c:d4:c1,,,
Moxa,G3110,,00:90:e8:1c:d4:c1,,,
Moxa,NP5150,,00:90:e8:1c:e1:e4,,,
Moxa,NP5210,,00:90:e8:1d:03:6f,,,
Moxa,NP5150,,00:90:e8:1d:0c:5d,,,
Moxa,NP5150,,00:90:e8:1d:0d:e6,,,
Moxa,NP5150,,00:90:e8:1d:0d:ea,,,
Moxa,NP5150,,00:90:e8:1d:0e:0f,,,
Moxa,NP5150,,00:90:e8:1d:0e:10,,,
Moxa,NP5150,,00:90:e8:1d:0e:17,,,
Moxa,NP5450,,00:90:e8:1d:14:2e,,,
Moxa,NP5232,,00:90:e8:1d:30:0f,,,
Moxa,NP5232,,00:90:e8:1d:30:cd,,,
Moxa,NE4110S,,00:90:e8:1d:32:35,,,
Moxa,NP5650,,00:90:e8:1d:41:e6,,,
Moxa,NP6450,,00:90:e8:1d:43:47,,,
Moxa,NP5130,,00:90:e8:1d:45:bc,,,
Moxa,NP5110,,00:90:e8:1d:49:e3,,,
Moxa,NP5110,,00:90:e8:1d:49:ee,,,
Moxa,NP5110,,00:90:e8:1d:4a:48,,,
Moxa,NP5110,,00:90:e8:1d:4b:e3,,,
Moxa,NP5110,,00:90:e8:1d:4c:19,,,
Moxa,NP5110,,00:90:e8:1d:4c:ad,,,
Moxa,NP5110,,00:90:e8:1d:4d:f1,,,
Moxa,NP5110,,00:90:e8:1d:4d:fc,,,
Moxa,NP5110,,00:90:e8:1d:4d:fd,,,
Moxa,NP5110,,00:90:e8:1d:4e:be,,,
Moxa,NP5110,,00:90:e8:1d:4e:c2,,,
Moxa,NP5110,,00:90:e8:1d:4e:d6,,,
Moxa,NP5110,,00:90:e8:1d:4f:4a,,,
Moxa,NP5110,,00:90:e8:1d:4f:4d,,,
Moxa,NP5110,,00:90:e8:1d:4f:c3,,,
Moxa,NP5110,,00:90:e8:1d:4f:e2,,,
Moxa,NP5410,,00:90:e8:1d:58:86,,,
Moxa,NP5410,,00:90:e8:1d:58:ae,,,
Moxa,NP5210,,00:90:e8:1d:66:23,,,
Moxa,NP5610,,00:90:e8:1d:79:1b,,,
Moxa,NP5150,,00:90:e8:1d:7f:b3,,,
Moxa,G3151,,00:90:e8:1d:80:76,,,
Moxa,MB3180,,00:90:e8:1d:97:12,,,
Moxa,NP5130,,00:90:e8:1d:98:c5,,,
Moxa,NP5110,,00:90:e8:1d:9d:b2,,,
Moxa,NP5110,,00:90:e8:1d:9e:e1,,,
Moxa,NP5110,,00:90:e8:1d:a0:1f,,,
Moxa,NP5110,,00:90:e8:1d:a0:66,,,
Moxa,NP5110,,00:90:e8:1d:a0:69,,,
Moxa,NP5110,,00:90:e8:1d:a0:75,,,
Moxa,NP5110,,00:90:e8:1d:a0:86,,,
Moxa,NP5110,,00:90:e8:1d:a0:8e,,,
Moxa,NP5110,,00:90:e8:1d:a2:5b,,,
Moxa,NP5110,,00:90:e8:1d:a4:0f,,,
Moxa,NP5110,,00:90:e8:1d:a4:7a,,,
Moxa,NP5110,,00:90:e8:1d:a5:0a,,,
Moxa,NP5110,,00:90:e8:1d:a5:0d,,,
Moxa,NP5110,,00:90:e8:1d:a5:1a,,,
Moxa,NP5110,,00:90:e8:1d:a5:29,,,
Moxa,NP5110,,00:90:e8:1d:a5:3c,,,
Moxa,NP5110,,00:90:e8:1d:a5:61,,,
Moxa,NP5110,,00:90:e8:1d:a5:c2,,,
Moxa,NP5232,,00:90:e8:1d:a8:ea,,,
Moxa,NP5210,,00:90:e8:1d:b7:b8,,,
Moxa,NP5650,,00:90:e8:1d:be:e6,,,
Moxa,G3110,,00:90:e8:1d:c2:0a,,,
Moxa,G3110,,00:90:e8:1d:c2:0a,,,
Moxa,NP5232,,00:90:e8:1d:c2:9e,,,
Moxa,NP5410,,00:90:e8:1d:c6:ad,,,
Moxa,NP5410,,00:90:e8:1d:c6:ad,,,
Moxa,NP5410,,00:90:e8:1d:c9:20,,,
Moxa,NP5150,,00:90:e8:1d:d5:f5,,,
Moxa,NP5150,,00:90:e8:1d:d5:f6,,,
Moxa,MB3270,,00:90:e8:1d:d6:bb,,,
Moxa,MB3270,,00:90:e8:1d:d6:f8,,,
Moxa,MB3270,,00:90:e8:1d:d7:03,,,
Moxa,G3150,,00:90:e8:1d:df:23,,,
Moxa,NP5110,,00:90:e8:1d:e6:3c,,,
Moxa,5004,,00:90:e8:1e:02:9e,,,
Moxa,NP5210,,00:90:e8:1e:0b:f5,,,
Moxa,NP5210,,00:90:e8:1e:0d:d6,,,
Moxa,NP5210,,00:90:e8:1e:0d:db,,,
Moxa,G3111,,00:90:e8:1e:1e:7e,,,
Moxa,NP6610,,00:90:e8:1e:29:fe,,,
Moxa,NP5232,,00:90:e8:1e:2b:bb,,,
Moxa,NP5150,,00:90:e8:1e:2f:6e,,,
Moxa,NP5150,,00:90:e8:1e:2f:72,,,
Moxa,NP5130,,00:90:e8:1e:36:d1,,,
Moxa,NP5130,,00:90:e8:1e:37:85,,,
Moxa,G3110,,00:90:e8:1e:63:52,,,
Moxa,G3110,,00:90:e8:1e:63:52,,,
Moxa,G3251,,00:90:e8:1e:6f:15,,,
Moxa,G3211,,00:90:e8:1e:6f:38,,,
Moxa,G3211,,00:90:e8:1e:6f:4a,,,
Moxa,G3150,,00:90:e8:1e:78:76,,,
Moxa,G3150,,00:90:e8:1e:78:87,,,
Moxa,NP5230,,00:90:e8:1e:79:98,,,
Moxa,NE4100T,,00:90:e8:1e:90:b9,,,
Moxa,NE4100T,,00:90:e8:1e:90:c9,,,
Moxa,NE4100T,,00:90:e8:1e:90:cc,,,
Moxa,NE4100T,,00:90:e8:1e:90:d9,,,
Moxa,NE4100T,,00:90:e8:1e:90:da,,,
Moxa,NE4100T,,00:90:e8:1e:90:db,,,
Moxa,NE4100T,,00:90:e8:1e:90:dc,,,
Moxa,NE4100T,,00:90:e8:1e:90:dd,,,
Moxa,NE4100T,,00:90:e8:1e:90:de,,,
Moxa,NE4100T,,00:90:e8:1e:90:e0,,,
Moxa,NE4100T,,00:90:e8:1e:91:0f,,,
Moxa,NE4100T,,00:90:e8:1e:91:25,,,
Moxa,NE4100T,,00:90:e8:1e:91:26,,,
Moxa,NE4100T,,00:90:e8:1e:91:2f,,,
Moxa,NE4100T,,00:90:e8:1e:91:3b,,,
Moxa,NE4100T,,00:90:e8:1e:91:4c,,,
Moxa,NE4100T,,00:90:e8:1e:91:53,,,
Moxa,NE4100T,,00:90:e8:1e:92:81,,,
Moxa,NE4100T,,00:90:e8:1e:92:98,,,
Moxa,NE4100T,,00:90:e8:1e:92:9b,,,
Moxa,NE4100T,,00:90:e8:1e:92:a0,,,
Moxa,NP5410,,00:90:e8:1e:96:02,,,
Moxa,NP5410,,00:90:e8:1e:98:2c,,,
Moxa,NP5610,,00:90:e8:1e:aa:b7,,,
Moxa,NP5130,,00:90:e8:1e:af:47,,,
Moxa,NP5130,,00:90:e8:1e:af:4b,,,
Moxa,NP5130,,00:90:e8:1e:af:69,,,
Moxa,NP5130,,00:90:e8:1e:b0:b5,,,
Moxa,NP5110,,00:90:e8:1e:be:10,,,
Moxa,NP5110,,00:90:e8:1e:c1:95,,,
Moxa,NP5110,,00:90:e8:1e:c1:9a,,,
Moxa,NP5110,,00:90:e8:1e:c1:9a,,,
Moxa,NP5110,,00:90:e8:1e:c1:9a,,,
Moxa,NP5110,,00:90:e8:1e:c1:9a,,,
Moxa,NP5110,,00:90:e8:1e:c1:a5,,,
Moxa,NP5110,,00:90:e8:1e:c1:a5,,,
Moxa,NP5110,,00:90:e8:1e:c1:a5,,,
Moxa,NP5110,,00:90:e8:1e:c1:a5,,,
Moxa,NP5110,,00:90:e8:1e:c1:a5,,,
Moxa,NP5110,,00:90:e8:1e:c1:d5,,,
Moxa,NP5110,,00:90:e8:1e:c2:4d,,,
Moxa,NP5110,,00:90:e8:1e:c2:4d,,,
Moxa,NP5110,,00:90:e8:1e:c2:4d,,,
Moxa,NP5110,,00:90:e8:1e:c2:4d,,,
Moxa,NP5110,,00:90:e8:1e:c2:60,,,
Moxa,NP5110,,00:90:e8:1e:c2:67,,,
Moxa,NP5110,,00:90:e8:1e:c2:67,,,
Moxa,NP5110,,00:90:e8:1e:c2:67,,,
Moxa,NP5110,,00:90:e8:1e:c2:67,,,
Moxa,NP5110,,00:90:e8:1e:c2:67,,,
Moxa,NP5110,,00:90:e8:1e:c2:6e,,,
Moxa,NP5110,,00:90:e8:1e:c2:cd,,,
Moxa,NE4110,,00:90:e8:1e:d8:0a,,,
Moxa,NP5210,,00:90:e8:1e:e8:24,,,
Moxa,NP5210,,00:90:e8:1e:eb:b8,,,
